"ID","Z","Z_SE","psm_crit","alpha","coho.pres.m","score.coho.pres","cols.coho.pres","chin.pres.m","score.chin.pres","cols.chin.pres","numspp","score.numspp","cols.numspp"
149,-0.1176952861644,0.128963742723871,0.3,0.95,"3581","6.8362642868358","#6BAED6","915","8.28523241406825","#CBDEF0","2","1.37773204119937","#4292C6"
101,1.39656277884745,0.152995468629933,0.3,0.95,"4927","6.83632893000539","#6BAED6","2873","8.06584123683849","#A8CEE4","3","1.98753459749766","#98C6DF"
312,-0.884360983710393,0.153961707964455,0.3,0.95,"3544","6.83701255469032","#82CA81","398","8.39928946748276","#DBF1D5","2","1.34316080208325","#5CB86A"
2156,-1.91031996776975,0.118446677001119,0.3,0.95,"4176","6.83825586158679","#83CB82","1529","8.2461528722184","#CDEBC7","3","1.38676083035125","#73C375"
2321,0.271564739545441,0.143241140508264,0.3,0.95,"3729","6.84061281936678","#6BAED6","4013","7.59971178595757","#58A1CE","3","0.842743412994344","#105BA4"
871,1.1622617327047,0.138153825151052,0.3,0.95,"4569","6.84256973734699","#6CAED6","-9999","-9999","-9999","2","2.17397481295835","#AACFE5"
2045,-1.02626429308747,0.132159767989445,0.3,0.95,"3522","6.84561064504093","#84CB83","-9999","-9999","-9999","1","2.61723375173266","#DBF1D5"
1307,-1.14957692361243,0.14379726723059,0.3,0.95,"3584","6.84563997902671","#84CB83","-9999","-9999","-9999","1","2.6504962775268","#E4F4DF"
116,0.37342542416336,0.144038634987903,0.3,0.95,"3762","6.84573164964845","#6CAED6","31","8.52732399066089","#E2EDF8","3","0.934226862428142","#1461A8"
1616,-0.16187032569944,0.10956744708832,0.3,0.95,"3515","6.84612127050588","#6DAFD6","-9999","-9999","-9999","2","1.3590031647645","#3F8FC4"
2038,-1.47653417974216,0.144562903928267,0.3,0.95,"3706","6.84800777745196","#85CC84","-9999","-9999","-9999","1","2.7204025382822","#ECF7E8"
394,1.10478975139843,0.131486864063044,0.3,0.95,"4518","6.84836294317654","#6DAFD6","13","8.65539165868318","#EEF5FC","3","1.73279330342388","#74B3D8"
1868,-0.747319825466926,0.148005383498009,0.3,0.95,"3423","6.85421190774936","#86CC85","-9999","-9999","-9999","3","0.185069639533852","#005823"
2093,1.11594835921706,0.138446909278194,0.3,0.95,"4388","6.8563769274105","#6EAFD6","-9999","-9999","-9999","1","3.06749275902611","#E6F0F9"
712,-0.461563320092604,0.120801331979538,0.3,0.95,"3406","6.85637751700692","#6EAFD6","-9999","-9999","-9999","2","1.29584985937359","#2B7BBA"
2932,1.6477716838644,0.144601366600681,0.3,0.95,"5215","6.85680252230602","#6EB0D6","-9999","-9999","-9999","1","3.41453606559171","#F3F8FD"
1590,-1.56246397595641,0.153745633182582,0.3,0.95,"3725","6.85894162392091","#87CD85","-9999","-9999","-9999","2","1.61663620159224","#ADDEA7"
1296,-0.943802085555907,0.138606503664046,0.3,0.95,"3423","6.8604106716497","#88CD86","-9999","-9999","-9999","2","1.33517161801827","#55B567"
875,1.07105442440241,0.137612397122227,0.3,0.95,"4439","6.86200047640559","#6FB0D6","-9999","-9999","-9999","2","2.15324331547548","#A9CEE4"
567,1.14034834444181,0.141327277529815,0.3,0.95,"4432","6.86292193825795","#6FB0D7","-9999","-9999","-9999","1","3.10163665624357","#E8F1FA"
2926,1.86285249343563,0.147682076138139,0.3,0.95,"5662","6.86422727435041","#70B0D7","3238","8.12941646930258","#B4D3E9","2","2.82119075818258","#DBE9F6"
857,0.600922983306493,0.133728883265909,0.3,0.95,"3800","6.8645039132696","#70B1D7","1040","8.31675263110769","#CFE1F2","3","1.11200634438815","#1B6AAF"
2666,0.961551494061103,0.143532902309559,0.3,0.95,"4140","6.86642588334793","#71B1D7","-9999","-9999","-9999","1","2.97711174281379","#E3EEF8"
148,0.366296184956765,0.135856486249732,0.3,0.95,"3650","6.87046154390568","#71B1D7","-9999","-9999","-9999","1","2.74796652079401","#D5E5F4"
1224,-0.959278106460994,0.155632911771018,0.3,0.95,"3366","6.87133624982144","#88CD87","3366","7.70983013990195","#74C476","3","0.32833281642967","#00692A"
702,-0.204830914572658,0.116933720440016,0.3,0.95,"3359","6.87158543963375","#71B1D7","-9999","-9999","-9999","1","2.59712359728617","#C5DAEE"
338,-1.13942867960906,0.158249037518306,0.3,0.95,"3442","6.87172838084013","#89CE87","2864","7.84018973333819","#86CC85","2","1.41133545286994","#7FC97F"
160,-0.241344613347562,0.140646970142696,0.3,0.95,"3368","6.87176051909152","#72B2D7","973","8.26482941848156","#C8DCEF","3","0.345404397118308","#084083"
2619,0.278643086727988,0.135132319806879,0.3,0.95,"3581","6.87408015447599","#72B2D7","-9999","-9999","-9999","1","2.72155662447771","#D3E3F3"
2266,-0.830325229448585,0.15544454855612,0.3,0.95,"3324","6.87442458734322","#8ACE88","1221","8.20200959802497","#C7E9C0","2","1.3017308496536","#37A055"
707,0.589362651195597,0.129069143472381,0.3,0.95,"3795","6.87452691021931","#73B2D7","2817","7.91649626071956","#87BDDC","3","1.16630639586705","#1E6DB2"
2126,0.487761400721284,0.136040876859772,0.3,0.95,"3655","6.87462263429208","#73B2D7","-9999","-9999","-9999","2","1.62244071166011","#62A8D2"
2952,1.54205285458239,0.132904513794624,0.3,0.95,"4943","6.87517871927887","#74B2D7","3020","8.06858529325308","#A9CEE5","3","2.12748907866851","#A6CDE3"
107,0.0496829257970015,0.140331229853645,0.3,0.95,"3414","6.88234680640064","#74B3D8","-9999","-9999","-9999","1","2.65498072736312","#CBDEF0"
2592,-1.357185423399,0.158002480494556,0.3,0.95,"3435","6.88384192723259","#8BCE89","2653","7.89827623918249","#97D492","2","1.46242632766943","#8DD08B"
745,-0.00315015139570276,0.122635424283419,0.3,0.95,"3357","6.8853081947193","#74B3D8","-9999","-9999","-9999","2","1.39208642969389","#4594C7"
527,-0.436587634557775,0.131860105900834,0.3,0.95,"3241","6.89018609930992","#75B3D8","-9999","-9999","-9999","2","1.2944148611378","#2A7AB9"
949,0.559597040821102,0.127950028142047,0.3,0.95,"3638","6.89196507914795","#75B3D8","3015","7.85835525223175","#7FB9DA","3","1.07696030858136","#1A68AE"
135,0.149543382263453,0.138835069831158,0.3,0.95,"3420","6.89231927735593","#76B4D8","-9999","-9999","-9999","1","2.68389222476847","#CDE0F1"
1608,-0.768693092731608,0.125458078405968,0.3,0.95,"3237","6.89257037136","#8CCF89","2607","7.88092583398365","#8FD08C","3","0.183213636804551","#005823"
2020,-1.46439810553081,0.132266859615571,0.3,0.95,"3498","6.89764768939276","#8CCF8A","-9999","-9999","-9999","1","2.73812200643234","#EDF8E9"
2583,-0.636183665015283,0.157053608676933,0.3,0.95,"3199","6.89803389498412","#8DD08B","3199","7.74159556352345","#79C67A","2","1.28999975449631","#268F48"
2209,-0.767502612697624,0.12770721916151,0.3,0.95,"3222","6.89906328631698","#8ED08B","502","8.37160507652654","#DAF0D4","3","0.28356080692509","#006328"
543,1.52242160493856,0.146696628009165,0.3,0.95,"4703","6.90237921424963","#76B4D8","-9999","-9999","-9999","1","3.30211219510859","#F0F6FC"
692,0.354735154447926,0.118363253936403,0.3,0.95,"3422","6.9082270490118","#77B4D8","-9999","-9999","-9999","2","1.56147970536898","#5BA3D0"
2695,1.64083821343483,0.135016771761366,0.3,0.95,"4907","6.90854220285641","#77B4D8","4893","7.67424773244474","#60A6D1","3","2.21106120595708","#ACD0E6"
1942,-1.14057310796712,0.14776052575215,0.3,0.95,"3239","6.91018764614299","#8FD08C","-9999","-9999","-9999","1","2.63364809802692","#E0F3DB"
1856,-1.36996799911327,0.154192137496003,0.3,0.95,"3356","6.91028995726287","#90D18D","-9999","-9999","-9999","2","1.50986972816865","#9CD696"
1933,-1.27849799792984,0.155121745279585,0.3,0.95,"3321","6.9137886727245","#90D18D","-9999","-9999","-9999","2","1.49289843506989","#98D594"
2781,0.990487606576723,0.134348066202274,0.3,0.95,"3977","6.91500961512677","#77B5D8","-9999","-9999","-9999","1","3.01333401207933","#E4EFF9"
2041,-1.18292697768136,0.146535413931727,0.3,0.95,"3230","6.91568972063628","#91D18E","306","8.4320024025834","#E0F3DB","2","1.41290332071268","#81CA80"
2311,-0.510407310948643,0.136268455384623,0.3,0.95,"3078","6.92313115334624","#78B5D8","-9999","-9999","-9999","1","2.57987883816921","#BCD7EB"
2910,-0.886082485789623,0.156227700410549,0.3,0.95,"3102","6.92482953060124","#92D28F","2431","7.92554568783798","#9CD797","2","1.32576647653496","#4BAF61"
757,-0.804255090447978,0.106735748378357,0.3,0.95,"3110","6.92495740888219","#93D28F","-9999","-9999","-9999","2","1.33502433458195","#53B466"
721,-0.985845063570409,0.135280072135537,0.3,0.95,"3146","6.92548748626019","#94D390","-9999","-9999","-9999","1","2.62349006434237","#DCF1D7"
2656,1.17334600852259,0.134274405640246,0.3,0.95,"4144","6.92563428423461","#78B5D8","-9999","-9999","-9999","1","3.11301743765475","#E8F1FA"
901,0.616081367157713,0.136723935255099,0.3,0.95,"3559","6.92667556748837","#79B5D9","1517","8.21816398304077","#C4DAEE","3","1.19039998368163","#206FB4"
1151,-0.614626593286984,0.134998329701726,0.3,0.95,"3061","6.92669571674336","#94D391","-9999","-9999","-9999","2","1.29083387704017","#2A924A"
376,1.3111213833369,0.139592930897822,0.3,0.95,"4316","6.92808553186795","#79B6D9","4316","7.71592103039722","#65AAD3","3","1.88313522997339","#8ABFDC"
2047,-1.02030636356321,0.144706739470657,0.3,0.95,"3109","6.93114877270925","#95D391","-9999","-9999","-9999","2","1.36573083004504","#6BC072"
855,0.268792420477371,0.131125285487434,0.3,0.95,"3283","6.93302906002985","#7AB6D9","919","8.31377145808171","#CEE0F1","3","0.850755888555651","#105CA4"
1516,1.17532641796435,0.134646419898553,0.3,0.95,"4208","6.93315975826851","#7AB6D9","-9999","-9999","-9999","2","2.23203228313179","#AED0E6"
1597,-2.02899291216609,0.131985395762263,0.3,0.95,"3815","6.93835693424111","#96D492","-9999","-9999","-9999","1","2.99191989499544","#F4FBF2"
760,-0.412077464156062,0.113004625824908,0.3,0.95,"2998","6.94050875081356","#7AB6D9","-9999","-9999","-9999","2","1.29512533489389","#2A7ABA"
2884,-0.304390722142396,0.130604322389196,0.3,0.95,"3009","6.94120723161502","#7BB6D9","5883","7.1231884919413","#2272B5","3","0.234858756822589","#083A7A"
157,0.726771191637683,0.0989193537040786,0.3,0.95,"3485","6.94294709447019","#7BB7D9","-9999","-9999","-9999","2","1.75991569104924","#79B5D9"
2758,1.34564182997775,0.143225493474666,0.3,0.95,"4289","6.94526295520946","#7CB7D9","3761","7.85120482713953","#7CB7D9","2","2.31808601104967","#B0D1E7"
2665,0.95893613368929,0.133092833275106,0.3,0.95,"3731","6.94619151092482","#7CB7D9","3722","7.76147193894569","#6EAFD6","3","1.47357329280762","#509CCB"
2451,-0.0313708580576448,0.124192737892855,0.3,0.95,"3057","6.94683250194273","#7DB7D9","-9999","-9999","-9999","2","1.3907455709618","#4493C7"
704,-1.47766735601201,0.109619504708748,0.3,0.95,"3282","6.94729308007144","#97D493","-9999","-9999","-9999","1","2.75183705074186","#EFF8EB"
900,0.473039423502206,0.131399801507924,0.3,0.95,"3352","6.94825356394361","#7DB8D9","-9999","-9999","-9999","2","1.67166996818065","#6CAED6"
538,1.28433903619351,0.132684756369145,0.3,0.95,"4174","6.9508570809117","#7DB8DA","50","8.67398797314264","#EFF6FC","3","1.86285894760409","#87BDDC"
1610,-0.370294916929266,0.119578085418061,0.3,0.95,"2950","6.9510220728166","#7EB8DA","-9999","-9999","-9999","2","1.29833825402083","#2C7CBB"
2682,1.39815509745736,0.122196615562791,0.3,0.95,"4284","6.95118366195809","#7EB8DA","4236","7.74891805344083","#68ACD5","3","1.94386102017376","#93C4DE"
2919,1.78935479916258,0.142339861465201,0.3,0.95,"4946","6.95135736896984","#7FB9DA","3503","8.02701613010549","#A2CBE2","2","2.69277143410696","#CFE1F2"
725,0.428605377680159,0.126103572601008,0.3,0.95,"3249","6.95179373513637","#7FB9DA","-9999","-9999","-9999","2","1.59720027601516","#60A6D1"
365,1.22450542443076,0.140189433969267,0.3,0.95,"4099","6.95466949806365","#80B9DA","2449","8.12215968178105","#B2D2E8","3","1.82085707193956","#83BBDB"
2576,-1.10092662691485,0.129306896597231,0.3,0.95,"3032","6.9562633800455","#98D493","383","8.41404001143182","#DFF2D9","2","1.41199017524935","#7FC97F"
369,1.14821537668162,0.131310035742052,0.3,0.95,"3906","6.95959080768718","#80B9DA","218","8.59980563872376","#EAF2FA","3","1.68736898582083","#6DAFD6"
870,0.621938749399688,0.137416822411665,0.3,0.95,"3379","6.9607522829661","#80BADA","853","8.36838055663622","#D2E3F3","3","1.17535876620237","#1F6FB3"
1621,-0.570001014035081,0.115729514037525,0.3,0.95,"2877","6.96450030927378","#98D594","-9999","-9999","-9999","1","2.57947261421155","#C1E6BA"
87,1.12813749598999,0.152367538855707,0.3,0.95,"3931","6.96601323234798","#81BADA","-9999","-9999","-9999","1","3.10805984254273","#E8F1FA"
719,-0.243362159788605,0.123003629047354,0.3,0.95,"2898","6.96647726901824","#81BADA","-9999","-9999","-9999","2","1.3233927377595","#3888C0"
866,0.782095765062883,0.130268090537474,0.3,0.95,"3476","6.96752554839325","#82BADA","-9999","-9999","-9999","2","1.84763873428819","#86BDDB"
544,1.68434070032059,0.142480403242662,0.3,0.95,"4725","6.96821771147105","#82BADB","-9999","-9999","-9999","1","3.44630469029649","#F3F8FD"
310,-1.29934652457905,0.159146921872264,0.3,0.95,"3048","6.97130634948339","#99D595","18","8.51347153967953","#EFF9EC","2","1.49968085119641","#9AD595"
494,-0.115944743002725,0.131651126695012,0.3,0.95,"2921","6.97178512697169","#83BBDB","167","8.45795685202981","#D9E8F5","3","0.477541863411086","#08468D"
2816,1.48692133121861,0.122588851479654,0.3,0.95,"4295","6.97311379513407","#83BBDB","4295","7.75734503615474","#6BAED6","2","2.40368478493093","#B6D4E9"
2562,-0.519240717109904,0.135915559552889,0.3,0.95,"2835","6.97326440563406","#83BBDB","2135","7.98829760273467","#98C6DF","2","1.29021403580884","#2777B8"
1604,-0.538646397241078,0.124537578540279,0.3,0.95,"2817","6.97705410666017","#9AD695","-9999","-9999","-9999","2","1.29060058214877","#289049"
309,-0.987266514474995,0.159336508149825,0.3,0.95,"2845","6.98077382335439","#9BD696","2428","7.92880053361654","#9ED799","2","1.34098607043398","#5BB769"
2238,-1.55779981025623,0.155302717123645,0.3,0.95,"3112","6.98146130718018","#9CD697","-9999","-9999","-9999","1","2.75027777427888","#EEF8EB"
52,-0.851211107511227,0.131420611081557,0.3,0.95,"2815","6.98605357748121","#9CD797","1287","8.19227073374457","#C4E8BD","3","0.349466220787316","#006C2B"
166,0.929351682305198,0.150942417061806,0.3,0.95,"3503","6.99107156590263","#84BBDB","-9999","-9999","-9999","1","2.9679910061752","#E2EDF8"
2688,1.14073530342931,0.136367657541164,0.3,0.95,"3724","6.99126104823956","#84BCDB","2295","8.12406091558912","#B2D2E8","3","1.6673151168497","#6BAED6"
2925,1.64911841944797,0.138626384479963,0.3,0.95,"4490","6.992118521794","#85BCDB","4490","7.76548338511713","#6FB0D6","3","2.21710220971138","#ADD0E6"
1195,-0.926588254337672,0.149961069656238,0.3,0.95,"2761","6.99580205907091","#9DD798","12606","5.56993374002047","#004E1F","2","1.32893278783242","#4DB163"
889,-0.506785569386574,0.132844001683486,0.3,0.95,"2714","6.9987099600171","#85BCDB","951","8.26316553792738","#C8DCEF","3","0.086862548435158","#083370"
706,0.237679868661616,0.143733896063462,0.3,0.95,"2945","6.9995276725917","#86BCDB","-9999","-9999","-9999","1","2.70892263595162","#D1E2F2"
850,0.278985915960081,0.125002069795412,0.3,0.95,"2941","7.00213810596572","#86BDDB","-9999","-9999","-9999","2","1.54047695198502","#59A1CF"
395,0.769381790183533,0.133535003048258,0.3,0.95,"3340","7.00217062073095","#86BDDC","3340","7.82788313218142","#78B5D8","3","1.35984561812042","#4090C4"
425,-0.383232658892437,0.141507699854723,0.3,0.95,"2712","7.00263228809305","#87BDDC","2089","8.00242687999396","#9BC8E0","2","1.31152549260709","#3282BE"
842,-0.232137225277923,0.120642018462032,0.3,0.95,"2702","7.0084135261852","#87BDDC","921","8.27623735380029","#C9DDF0","3","0.329792893786088","#083F82"
93,0.955437185696171,0.132533304767689,0.3,0.95,"3484","7.00872474278737","#88BEDC","-9999","-9999","-9999","1","3.00040701410054","#E3EEF8"
1300,-0.633386328673073,0.144405311175472,0.3,0.95,"2662","7.00920927334361","#9ED799","-9999","-9999","-9999","2","1.29134756005621","#2B944B"
1917,-0.788277464059487,0.155704486944303,0.3,0.95,"2670","7.01042898120783","#9FD899","-9999","-9999","-9999","2","1.30684387932327","#3CA659"
896,1.0322184277689,0.127461113177292,0.3,0.95,"3560","7.01273499091418","#88BEDC","-9999","-9999","-9999","2","2.06951868603669","#9ECAE1"
923,0.396900338498055,0.129127108359141,0.3,0.95,"2981","7.01432531978042","#89BEDC","-9999","-9999","-9999","2","1.63055099402625","#64A9D3"
611,1.25200991126795,0.132011130150442,0.3,0.95,"3753","7.01466878479463","#89BEDC","-9999","-9999","-9999","1","3.13731919872593","#EBF3FB"
1580,-1.11145777789929,0.128854710766433,0.3,0.95,"2716","7.01814987611003","#A0D89A","-9999","-9999","-9999","1","2.63429099305254","#E1F3DC"
2127,-0.0317646230383375,0.13500954552041,0.3,0.95,"2718","7.01844108690918","#89BEDC","722","8.33355785923772","#D0E2F2","3","0.54376786442233","#084A92"
1575,-1.89427258129696,0.123891396702587,0.3,0.95,"3240","7.01865924810259","#A1D99B","3233","7.84893618796175","#88CD86","3","1.34020816714735","#59B668"
2342,0.297628217891301,0.133884609468504,0.3,0.95,"2817","7.02475426096158","#8ABFDC","-9999","-9999","-9999","2","1.52759231546809","#57A0CE"
168,0.556869535939563,0.154005497121435,0.3,0.95,"3041","7.02639393941128","#8ABFDC","-9999","-9999","-9999","1","2.82672202943703","#DCE9F6"
2277,-1.40479018005812,0.15225590380057,0.3,0.95,"2780","7.0280484148743","#A1D99B","2421","7.96030560638071","#A3DA9D","3","0.780834965965126","#18823D"
127,0.461815968995756,0.139524755819117,0.3,0.95,"2902","7.02941128777079","#8BBFDC","-9999","-9999","-9999","2","1.62594195514858","#63A9D3"
384,1.03496915108706,0.138408924122261,0.3,0.95,"3434","7.03099322416391","#8BBFDD","3416","7.85336010651591","#7DB8DA","3","1.5874597002923","#5EA5D1"
601,1.48010731799521,0.133508034724502,0.3,0.95,"3984","7.03499166352133","#8CC0DD","-9999","-9999","-9999","2","2.40481958415268","#B6D4E9"
129,0.135857304853611,0.133970577191816,0.3,0.95,"2706","7.03666937760576","#8CC0DD","-9999","-9999","-9999","1","2.67784661807738","#CDE0F1"
2537,-0.799949760610793,0.156015057547516,0.3,0.95,"2530","7.03939937530953","#A2D99C","-9999","-9999","-9999","1","2.58824134737105","#CBEAC4"
865,1.18720624464936,0.133053866907032,0.3,0.95,"3520","7.04471644983849","#8CC0DD","-9999","-9999","-9999","2","2.14933856196517","#A8CEE4"
1539,-0.0366072949209051,0.144676830976374,0.3,0.95,"2611","7.04477414843036","#8DC0DD","-9999","-9999","-9999","2","1.42113232649627","#4B98C9"
89,1.10147682669348,0.123461943982505,0.3,0.95,"3457","7.04679852491902","#8DC1DD","-9999","-9999","-9999","1","3.07591764589788","#E6F0F9"
2298,1.16522886977498,0.125485654684376,0.3,0.95,"3550","7.04764297279338","#8EC1DD","2921","8.00098506279298","#9AC8E0","2","2.17842432193875","#AACFE5"
609,1.20106728767142,0.13687110848052,0.3,0.95,"3564","7.04922537334753","#8EC1DD","3680","7.83335243810551","#79B5D9","3","1.77310195331292","#7BB7D9"
2243,-0.829557907784122,0.153877573530632,0.3,0.95,"2479","7.05057475264501","#A3D99C","-9999","-9999","-9999","2","1.31066151920712","#40AA5C"
108,0.516310185675523,0.147153256887984,0.3,0.95,"2867","7.05245976526098","#8FC1DD","2375","8.00812020123637","#9ECAE1","3","1.09733800436417","#1B69AF"
633,1.23549446698423,0.113107199900106,0.3,0.95,"3564","7.05255882971626","#8FC2DD","3564","7.86253918671638","#80B9DA","3","1.78630854535386","#7EB8DA"
1330,0.112808915989239,0.140041320293762,0.3,0.95,"2561","7.05775280305494","#8FC2DD","2554","7.91601625283803","#86BCDB","3","0.627792079676781","#084D97"
1989,-0.416062102366846,0.150956083683134,0.3,0.95,"2428","7.05876434595659","#90C2DE","-9999","-9999","-9999","3","0.146213890412348","#083471"
1605,-0.796426117291594,0.119932031454152,0.3,0.95,"2443","7.05901522072978","#A3DA9D","71","8.47077360671219","#E7F5E2","3","0.262002159139251","#005E25"
2147,0.443619038694158,0.146320922329951,0.3,0.95,"2713","7.06122277068938","#90C2DE","-9999","-9999","-9999","1","2.74540613283956","#D5E5F4"
1558,-1.60441762103681,0.125506773838242,0.3,0.95,"2778","7.06295749483583","#A4DA9E","-9999","-9999","-9999","2","1.66110045419122","#AEDEA7"
1894,-1.39108496035707,0.153714502878194,0.3,0.95,"2603","7.06687622333501","#A5DA9E","-9999","-9999","-9999","3","0.803051835004247","#1A833F"
132,0.825612925552474,0.145540833364905,0.3,0.95,"3092","7.06791843738605","#91C2DE","-9999","-9999","-9999","1","2.95322446158714","#E1EDF8"
851,0.0814503443633954,0.129665657392891,0.3,0.95,"2515","7.06876727433524","#91C3DE","-9999","-9999","-9999","2","1.44203006565442","#4D9ACA"
962,0.169239423192887,0.126290209643751,0.3,0.95,"2530","7.07019676947061","#92C3DE","-9999","-9999","-9999","1","2.67086728726186","#CCDFF1"
1515,0.911294327040289,0.148150165453795,0.3,0.95,"3143","7.07135682784312","#92C3DE","-9999","-9999","-9999","2","1.9813103809366","#98C6DF"
713,-0.124175445150322,0.12984520100013,0.3,0.95,"2427","7.07139729273507","#92C3DE","-9999","-9999","-9999","2","1.36396010964564","#4191C5"
1290,-1.22064365363698,0.141024892737415,0.3,0.95,"2494","7.07256785621384","#A5DB9F","2487","7.93241815002524","#A0D89A","2","1.43948077590509","#89CD87"
1557,-1.46898693630876,0.108589251195525,0.3,0.95,"2636","7.07369298211272","#A6DBA0","-9999","-9999","-9999","1","2.73690274236276","#EDF8E9"
504,-0.445541018260104,0.137102170986311,0.3,0.95,"2355","7.07404552175568","#93C4DE","745","8.3119267261798","#CEE0F1","3","0.155808017771037","#083472"
938,-1.37623993255689,0.138327089822288,0.3,0.95,"2558","7.07451284049534","#A7DBA0","483","8.40829110910735","#DCF1D7","3","0.788839005695785","#19823E"
605,-0.296413657841123,0.137699773286623,0.3,0.95,"2369","7.07542175754658","#93C4DE","2369","7.93930447036148","#8CC0DD","3","0.290941239197108","#083D7F"
2856,1.79969623261455,0.147254185275074,0.3,0.95,"4247","7.07850831159424","#94C4DE","-9999","-9999","-9999","1","3.48087924060026","#F5F9FE"
1312,-0.499640845166302,0.114052903183292,0.3,0.95,"2318","7.08003066397874","#94C4DE","-9999","-9999","-9999","2","1.29005498608241","#2676B7"
198,0.261399895663026,0.135800852033401,0.3,0.95,"2540","7.0858078457145","#95C5DF","-9999","-9999","-9999","1","2.71727575119251","#D2E3F3"
1211,-1.0581548066305,0.134761836827007,0.3,0.95,"2366","7.08649016486652","#A7DBA1","-9999","-9999","-9999","2","1.37697240647993","#70C274"
589,-1.1599595029606,0.15252740208338,0.3,0.95,"2417","7.08888356927067","#A8DCA2","1582","8.14197420972766","#BBE4B4","2","1.44181703296853","#8ACE88"
2111,1.3821874594116,0.139853802737911,0.3,0.95,"3716","7.09192146967464","#95C5DF","11","8.72331428298376","#F2F8FD","3","2.04331002303074","#9ECAE1"
492,0.347172127024366,0.132050347133792,0.3,0.95,"2565","7.09267067291514","#95C5DF","2515","7.95687171615459","#8EC1DD","3","0.948600006422037","#1562A9"
411,1.53582278595983,0.133423256321196,0.3,0.95,"3774","7.09387463428329","#96C5DF","-9999","-9999","-9999","2","2.4553674584785","#B9D5EA"
485,-0.731222620903002,0.112528231343607,0.3,0.95,"2244","7.09640361967717","#A9DCA2","2244","7.96397093521607","#A5DA9F","3","0.127468916323998","#005421"
888,-0.686747447313782,0.11359363748655,0.3,0.95,"2249","7.09686733136707","#A9DCA3","-9999","-9999","-9999","2","1.30418720830728","#38A256"
2044,-0.747680091148592,0.149772388151889,0.3,0.95,"2240","7.09867695914471","#AADDA4","-9999","-9999","-9999","2","1.30392151661545","#37A155"
2799,1.11749690985962,0.144043534668388,0.3,0.95,"3187","7.10126200480749","#96C6DF","-9999","-9999","-9999","1","3.07655684419373","#E7F0F9"
47,-0.622530056978151,0.135862641542141,0.3,0.95,"2214","7.10162870793782","#ABDDA4","1421","8.15389873725024","#BCE4B6","3","0.0495573635517608","#00491D"
2543,-0.924046064337925,0.143884302352976,0.3,0.95,"2244","7.10175188504745","#ABDDA5","2200","7.97893014063957","#A8DCA2","2","1.3249915466783","#4AAF61"
275,-1.25797139378719,0.155648183344912,0.3,0.95,"2353","7.10266986815813","#ACDDA6","-9999","-9999","-9999","1","2.66043352571434","#E6F5E2"
476,1.17651772687185,0.136955609024252,0.3,0.95,"3290","7.1031740454321","#97C6DF","1944","8.22514021638326","#C5DAEE","3","1.76970949429141","#7AB6D9"
1050,0.665956378899778,0.137089202742406,0.3,0.95,"2744","7.10552496367168","#97C6DF","-9999","-9999","-9999","2","1.8067113798765","#80B9DA"
2110,0.107827368263539,0.142527491393602,0.3,0.95,"2351","7.10609261104376","#98C6DF","-9999","-9999","-9999","1","2.66846308861667","#CCDFF1"
2573,-1.17454037972383,0.138126816506666,0.3,0.95,"2319","7.10637526775166","#ADDEA6","-9999","-9999","-9999","1","2.65163315648499","#E4F4DF"
165,0.741565294092615,0.152802410210297,0.3,0.95,"2798","7.10877271692355","#98C6DF","-9999","-9999","-9999","1","2.90800449034515","#DEEBF7"
1943,-0.653118432621291,0.139457522195323,0.3,0.95,"2163","7.1123798394837","#ADDEA7","-9999","-9999","-9999","3","0.0743849064794273","#004C1E"
1299,-0.340251664575039,0.131739089976113,0.3,0.95,"2162","7.11568567233886","#98C7DF","-9999","-9999","-9999","2","1.30883505610131","#3181BD"
2931,1.52584945215262,0.134177330062025,0.3,0.95,"3698","7.11699969112691","#99C7DF","-9999","-9999","-9999","1","3.33685612941633","#F1F7FD"
1152,-0.363833737836271,0.148582407836696,0.3,0.95,"2148","7.1174751718448","#99C7E0","-9999","-9999","-9999","2","1.30283324100548","#2E7EBC"
480,-0.706886507893406,0.114481587654707,0.3,0.95,"2150","7.11824511216476","#AEDEA8","-9999","-9999","-9999","2","1.30927995017679","#3FA85B"
2789,1.762524186126,0.139482264691352,0.3,0.95,"3944","7.12175201328277","#9AC7E0","2630","8.1992702408586","#C1D9ED","2","2.626788823689","#C7DCEF"
860,0.684714636352772,0.128346054392062,0.3,0.95,"2670","7.12264199504714","#9AC8E0","-9999","-9999","-9999","2","1.8148706328483","#81BADA"
1137,-0.2033919542298,0.120523194954525,0.3,0.95,"2144","7.124183486368","#9BC8E0","-9999","-9999","-9999","2","1.3345985153982","#3B8BC2"
19,-1.09619896225239,0.150451214010874,0.3,0.95,"2170","7.12663052015803","#AFDFA8","2177","7.9928225812803","#AADCA3","3","0.478554413079409","#0A7633"
2112,1.10501506105643,0.131947547564478,0.3,0.95,"3091","7.12685177446477","#9BC8E0","13","8.64955362683551","#EDF4FB","3","1.70339244177363","#6FB0D6"
2796,1.26581952411773,0.143258352746739,0.3,0.95,"3217","7.12984536679838","#9BC8E0","1393","8.36022095784449","#D1E2F2","2","2.22872291325113","#ADD0E6"
2859,1.87585471813235,0.144465777555784,0.3,0.95,"4114","7.13281795559751","#9CC9E0","3006","8.15433392397686","#BAD6EA","2","2.74411901009816","#D5E5F4"
