"ID","Z","coho.pres.m","coho.pres.stan","score.coho.pres","numspp.stan","numspp","score.numsp"
1573,-0.272436955558433,NA,NA,0.385284037442372,0,0,3.01234491629925
189,0.285632407668881,NA,NA,0.403945224778612,NA,NA,0.403945224778612
2288,0.289521207150516,NA,NA,0.40944481774689,1,1,2.02084698317064
741,-0.291815161671144,NA,NA,0.412688959341429,0,0,3.0141592672885
882,-0.29653284154546,NA,NA,0.419360766202622,1,1,2.02186342914526
2884,-0.298356175887059,NA,NA,0.421939350357251,2,2,1.04355948929131
1045,0.299951611528193,NA,NA,0.424195637078837,0,0,3.01495787188782
519,0.300500378179699,NA,NA,0.424971710319974,NA,NA,0.424971710319974
620,-0.302441033681159,NA,NA,0.427716211650033,0,0,3.01520655658184
911,-0.308032824067766,NA,NA,0.43562419745272,1,1,2.02358202717438
2299,0.315363723808442,NA,NA,0.445991655290382,0,0,3.0165301719516
1162,-0.317039164008579,NA,NA,0.44836108554436,1,1,2.02497255080538
1622,-0.319783938366648,NA,NA,0.452242782667195,1,1,2.02540409973844
880,0.321575733749392,NA,NA,0.45477676399847,1,1,2.02568777271732
2659,-0.354587993143297,NA,NA,0.501463148957909,1,1,2.03118995785264
1401,0.354869655281706,NA,NA,0.501861479374054,NA,NA,0.501861479374054
909,0.357293383885963,NA,NA,0.505289149237706,1,1,2.03166398850023
1152,-0.363586683403222,NA,NA,0.514189218767089,1,1,2.03278018397173
2727,0.3648932443112,NA,NA,0.516036974923218,0,0,3.02210970676843
48,-0.365341278332201,NA,NA,0.516670590712122,NA,NA,0.516670590712122
1610,-0.366398889762,NA,NA,0.518166279139865,1,1,2.03328506275407
1048,0.369794715902558,NA,NA,0.522968702523303,0,0,3.02270543254043
116,0.370452604741741,NA,NA,0.52389909784221,2,2,1.06641227129096
1396,0.379633980088205,NA,NA,0.536883523378417,1,1,2.03571165906118
1318,-0.3895473354444,NA,NA,0.550903124971772,0,0,3.02518546977732
655,0.392497224934207,NA,NA,0.555074898695759,2,2,1.07426908713835
923,0.396787816519456,NA,NA,0.561142711506222,0,0,3.02612633102755
1683,-0.398581334892422,NA,NA,0.563679129513636,NA,NA,0.563679129513636
2154,0.401276737676056,NA,NA,0.567491004686309,0,0,3.02671819305993
2704,0.409948711112665,NA,NA,0.579755027132901,0,0,3.02788010755759
630,-0.416389564312225,NA,NA,0.588863769080973,0,0,3.02875886614767
926,0.420609262178834,NA,NA,0.594831323033048,2,2,1.08485582057277
217,0.432499207869676,NA,NA,0.611646245484916,NA,NA,0.611646245484916
460,-0.435736876971774,NA,NA,0.61622500103958,1,1,2.04691637004376
1154,-0.436593910595859,NA,NA,0.61743702961417,1,1,2.04709898216217
1206,-0.437311209120298,NA,NA,0.618451442915702,1,1,2.04725208355548
1246,0.438362242783631,NA,NA,0.619937828976898,NA,NA,0.619937828976898
635,-0.465986416557292,NA,NA,0.659004310176961,1,1,2.05356844064567
1122,0.469793163368313,NA,NA,0.664387863145627,2,2,1.10485547305863
922,-0.472695583912176,NA,NA,0.668492505642469,1,1,2.05510124204383
1288,-0.476883292213987,NA,NA,0.674414819518152,1,1,2.05606849944083
1148,-0.483167771759092,NA,NA,0.683302415723296,0,0,3.03865942409916
1566,-0.485591547314906,NA,NA,0.686730151986477,1,1,2.05810571905908
916,-0.485864088581042,NA,NA,0.687115583541352,1,1,2.0581700397617
1326,0.492265370049695,NA,NA,0.696168362610889,NA,NA,0.696168362610889
846,-0.494036793503867,NA,NA,0.698673533684485,0,0,3.04040660986908
887,0.495663982777316,NA,NA,0.700974726823544,1,1,2.06050546803998
1153,-0.495708844958451,NA,NA,0.701038171528543,1,1,2.06051626030227
1059,0.496169447986576,NA,NA,0.701689562577788,NA,NA,0.701689562577788
2319,0.506244520745044,NA,NA,0.715937867114709,NA,NA,0.715937867114709
889,-0.51012468931135,NA,NA,0.721425254125473,1,1,2.06403178237279
2311,-0.5138775865901,NA,NA,0.726732652355274,0,0,3.04369350855168
1567,-0.514569384097293,NA,NA,0.727711001772362,0,0,3.04381038355714
1102,0.514690010954334,NA,NA,0.727881593909576,NA,NA,0.727881593909576
940,0.515953398843349,NA,NA,0.729668294196759,2,2,1.12525904118918
778,-0.522558969855542,NA,NA,0.739009982309421,NA,NA,0.739009982309421
914,0.524042531655658,NA,NA,0.741108055527763,1,1,2.06751555616495
1631,0.528836527208852,NA,NA,0.747887789057047,1,1,2.0687358633983
2449,0.532344949587664,NA,NA,0.752849447567696,NA,NA,0.752849447567696
743,-0.538760821716512,NA,NA,0.761922860946764,0,0,3.04799331085497
892,-0.54145780914109,NA,NA,0.765736977140152,0,0,3.04847118390184
740,-0.547766154251113,NA,NA,0.774658324350877,0,0,3.04959796690368
1327,0.554420899534675,NA,NA,0.784069555385029,1,1,2.0754234589213
2702,0.79378472653447,8.12555484303035,27965.66,0.79378472653447,3,3,0.79378472653447
1621,-0.565323835176458,NA,NA,0.799488634839319,0,0,3.05280052388272
843,-0.575959686053619,NA,NA,0.814529999397178,1,1,2.08128074991314
1258,-0.586536499106084,NA,NA,0.829487871862659,1,1,2.08423248817967
1066,0.594496051165087,NA,NA,0.840744378334915,NA,NA,0.840744378334915
2323,0.595392224467112,NA,NA,0.842011758772876,0,0,3.05851138643555
886,0.596030124740927,NA,NA,0.842913885991547,1,1,2.08692403062466
1297,-0.61303052919803,NA,NA,0.86695608854061,0,0,3.06199386507041
1151,-0.613985090242697,NA,NA,0.868306041716091,1,1,2.09212277150275
674,-0.616626981621228,NA,NA,0.872042240333926,NA,NA,0.872042240333926
47,-0.623130399114818,NA,NA,0.881239461555135,1,1,2.0948249316592
2583,-0.635879353801334,NA,NA,0.899269206178886,1,1,2.09865255642538
723,-0.641060198518331,NA,NA,0.906596027042212,1,1,2.10022812525791
1336,0.641060455390708,NA,NA,0.906596390314612,1,1,2.10022820366401
913,-0.646592334746153,NA,NA,0.914419649124494,1,1,2.10192332099734
2604,0.650415856532859,NA,NA,0.919826925491283,0,0,3.06969718155218
1943,-0.652907518213021,NA,NA,0.923350667232213,1,1,2.10387457500182
1592,-0.673796927589889,NA,NA,0.952892753282943,0,0,3.07473613496013
2233,-0.678910020990645,NA,NA,0.960123759315973,0,0,3.07586066274165
2639,0.68070809292777,NA,NA,0.962666617035577,0,0,3.07625803660508
888,-0.683749899914998,NA,NA,0.966968381731036,1,1,2.11364943300297
2412,0.690574965093211,NA,NA,0.976620481470146,NA,NA,0.976620481470146
2938,0.69659972484721,NA,NA,0.985140778424291,2,2,1.21870881536863
480,-0.702488477489022,NA,NA,0.993468732275802,0,0,3.0811507689506
1302,-0.716522625363391,NA,NA,1.01331601453608,NA,NA,1.01331601453608
1407,-0.718186335807059,NA,NA,1.01566885640938,NA,NA,1.01566885640938
1646,-0.720782448699422,NA,NA,1.01934031447121,0,0,3.08537312789768
955,0.722964666219407,NA,NA,1.02242643608402,2,2,1.2339683580229
1627,-0.726584001296028,NA,NA,1.02754494883615,1,1,2.12789198761106
485,-0.72876180912145,NA,NA,1.03062483419911,1,1,2.12863659990003
2570,-0.7316851284122,NA,NA,1.03475903198723,1,1,2.12963920116521
419,-0.733860499552521,NA,NA,1.03783547135707,NA,NA,1.03783547135707
845,-0.733903084578257,NA,NA,1.03789569567802,0,0,3.08846462462394
1028,0.743621520063198,NA,NA,1.05163963894587,NA,NA,1.05163963894587
1321,0.753959813262472,NA,NA,1.06626019340007,1,1,2.13739453541333
891,0.76004582041659,NA,NA,1.07486710725813,1,1,2.13954893590512
890,-0.760101714628937,NA,NA,1.07494615361129,1,1,2.139568792206
2941,0.773077064830566,NA,NA,1.09329606984297,1,1,2.14421271056932
2536,-0.782438281219155,NA,NA,1.10653482902002,NA,NA,1.10653482902002
2073,-0.786530045236528,NA,NA,1.11232145718742,1,1,2.14909969802701
1088,0.794499190284301,NA,NA,1.1235915301945,NA,NA,1.1235915301945
1218,-0.797132529029277,NA,NA,1.12731563356197,0,0,3.10409733559317
1605,-0.797542408196743,NA,NA,1.12789529023953,2,2,1.2790910416668
164,0.799539744795454,NA,NA,1.13071995074605,NA,NA,1.13071995074605
1595,-0.807886377083211,NA,NA,1.14252387132754,1,1,2.15700727821596
295,-0.812146918576569,NA,NA,1.1485491868905,0,0,3.10798690752606
1612,-0.819186180386989,NA,NA,1.15850420641189,0,0,3.10983375731518
1257,-0.825718238174635,NA,NA,1.16774193112539,1,1,2.16374920193035
2281,-0.828967210137337,NA,NA,1.17233667133881,0,0,3.11242455900266
861,0.832546597662464,NA,NA,1.17739868972183,0,0,3.11337980935178
1620,-0.842641731497502,NA,NA,1.19167536490532,0,0,3.11609452482769
522,0.84671557545351,NA,NA,1.19743665027889,NA,NA,1.19743665027889
2042,-0.847258986414065,NA,NA,1.19820514942925,1,1,2.17206072430293
910,0.865640988222491,NA,NA,1.2242012256903,0,0,3.12239240334888
701,-0.871669503727933,NA,NA,1.23272683407907,NA,NA,1.23272683407907
312,-0.891567689817273,NA,NA,1.26086711871324,1,1,2.18972439944531
1219,-0.896602004705354,NA,NA,1.26798671510522,1,1,2.19177899315639
1880,-0.916784713442086,NA,NA,1.29652937552613,1,1,2.2001123177695
30,-0.91968672805789,NA,NA,1.300633443954,NA,NA,1.300633443954
1309,-0.940733198553687,NA,NA,1.33039764796925,NA,NA,1.33039764796925
1224,-0.958386633210507,NA,NA,1.35536337468339,0,0,3.14936579944543
1042,0.975000234686951,NA,NA,1.37885855521124,0,0,3.15446119926044
144,0.975844010577444,NA,NA,1.38005183451918,2,2,1.3972371069292
10,-0.984291539074696,NA,NA,1.39199844388852,NA,NA,1.39199844388852
145,0.992072914492373,NA,NA,1.40300297053812,2,2,1.40861941903035
2273,-0.99545259397197,NA,NA,1.40778255909464,0,0,3.16084258811563
139,0.999218764308715,NA,NA,1.41310872826307,2,2,1.41366125325222
1607,-1.00563691425334,NA,NA,1.4221853629601,2,2,1.41820506391318
1642,-1.00571141140221,NA,NA,1.42229071783839,1,1,2.23862802694521
428,-1.00794566814639,NA,NA,1.42545043402784,NA,NA,1.42545043402784
1598,-1.00962545588167,NA,NA,1.42782601262498,0,0,3.16533466811398
2036,-1.01065988795659,NA,NA,1.42928892049468,1,1,2.24085550831026
2129,1.01203893021491,NA,NA,1.43123918075948,1,1,2.24147781525282
1434,-1.02585388337168,NA,NA,1.45077647487734,NA,NA,1.45077647487734
2824,1.03064026165507,NA,NA,1.45754543596036,0,0,3.17210014800044
2046,-1.03425577809612,NA,NA,1.46265854834627,NA,NA,1.46265854834627
2780,1.03433696932525,NA,NA,1.46277337008365,0,0,3.17330316328474
2574,-1.03643441271049,NA,NA,1.46573960296537,1,1,2.25259767642838
897,-1.04264573913235,NA,NA,1.47452374503149,0,0,3.17602111726777
2747,-1.04645781504955,NA,NA,1.47991483449439,0,0,3.1772746117826
28,-1.050359991,NA,NA,1.48543334464628,NA,NA,1.48543334464628
296,-1.34512881086922,7.49427918568351,25987.94,1.48589382978365,2,2,1.67611799042622
2830,1.06610717792639,NA,NA,1.50770322996681,0,0,3.18380032584114
1629,-1.06729187483954,NA,NA,1.50937864440869,1,1,2.26696094939867
1582,-1.06759300757149,NA,NA,1.50980451040228,1,1,2.26710273913988
2274,-1.07484538801973,NA,NA,1.52006092519167,0,0,3.18673698446346
1617,-1.07557194271183,NA,NA,1.52108842869105,1,1,2.27087097915071
844,-1.07936004941739,NA,NA,1.52644562056977,1,1,2.27266762116204
1217,-1.08151406385992,NA,NA,1.52949185700794,0,0,3.1889924224317
289,-1.08510060950751,NA,NA,1.53456399850483,0,0,3.19021054677486
1599,-1.09572514880323,NA,NA,1.54958936607081,0,0,3.1938399461651
1289,-1.09639284662609,NA,NA,1.55053363338746,NA,NA,1.55053363338746
69,-1.11645243767037,NA,NA,1.57890217909794,NA,NA,1.57890217909794
921,-1.12282640691506,NA,NA,1.58791633284993,1,1,2.29363012276735
1618,-1.14090398933741,NA,NA,1.61348189508653,2,2,1.5171229063217
184,1.14212440961043,NA,NA,1.61520782998843,NA,NA,1.61520782998843
2642,1.14228716786375,NA,NA,1.61543800491767,1,1,2.30321948017686
2004,-1.15744710335945,NA,NA,1.63687739130039,0,0,3.21553787057083
2683,1.15871836248578,NA,NA,1.63867522319813,1,1,2.31141260781405
589,-1.15924866263907,NA,NA,1.63942518086705,1,1,2.31167849447765
2676,1.16915829187313,NA,NA,1.65343951292794,2,2,1.53848338029882
2298,1.16976075852236,NA,NA,1.65429152943416,1,1,2.31696789623396
1474,-1.17719167607197,NA,NA,1.6648004338137,0,0,3.22269766534392
2881,1.17736773966991,NA,NA,1.66504942534174,0,0,3.22276198227785
1267,-1.18066197140321,NA,NA,1.66970817253657,1,1,2.32249062230996
1293,-1.18738157896661,NA,NA,1.67921113268656,1,1,2.32591380194306
210,1.18965511710956,NA,NA,1.68242640116289,NA,NA,1.68242640116289
1873,-1.19335413653665,NA,NA,1.68765760460416,0,0,3.22863656907821
342,-1.19866968208887,NA,NA,1.69517492121553,0,0,3.23060505273533
290,-1.19987776420136,NA,NA,1.69688340732347,0,0,3.23105348903803
600,1.21449795828719,NA,NA,1.71755948408418,2,2,1.57321495374401
365,1.22256734586802,NA,NA,1.72897132144103,2,2,1.57945272647926
2933,1.22623648269354,NA,NA,1.73416026450189,2,2,1.58229450845556
337,-1.23054257757123,NA,NA,1.74025000227878,1,1,2.34824083841834
1502,-1.24067593216335,NA,NA,1.75458072977529,NA,NA,1.75458072977529
2675,1.24873629521199,NA,NA,1.76597980451633,2,2,1.59979446647992
839,-1.24919283261463,NA,NA,1.76662544590287,1,1,2.35806758449705
275,-1.25391059116876,NA,NA,1.77329736403413,0,0,3.25150607728868
1876,-1.25701546303225,NA,NA,1.7776883159329,0,0,3.25270470136811
292,-1.27795756081242,NA,NA,1.80730491463816,0,0,3.26085503008607
372,1.27954741681733,NA,NA,1.80955331056253,1,1,2.37428759670852
538,1.2838509970467,NA,NA,1.81563949208966,2,2,1.62735164688453
1909,-1.29682308298609,NA,NA,1.83398479195742,0,0,3.26829467896724
1424,-1.29910989976795,NA,NA,1.83721883926499,NA,NA,1.83721883926499
1932,-1.30017234824665,NA,NA,1.83872136831289,0,0,3.26962507562338
1577,-1.30393847317512,NA,NA,1.84404747326432,1,1,2.38752079400919
376,1.31104868619916,NA,NA,1.85410283295428,2,2,1.64889316136145
1469,-1.32521277173182,NA,NA,1.87413387481318,1,1,2.39920588744716
2488,-1.36475922858458,NA,NA,1.93006101043816,1,1,2.42127399358412
1856,-1.36501757518612,NA,NA,1.93042636770585,1,1,2.42141962091807
2807,1.3710907263693,NA,NA,1.93901510047544,0,0,3.29846779276923
2808,1.38105666376903,NA,NA,1.9531090643079,0,0,3.30262282262762
213,1.382994464161,NA,NA,1.9558495279034,NA,NA,1.9558495279034
2833,1.3889360932672,NA,NA,1.96425226036798,0,0,3.30592550901867
373,1.38922780353297,NA,NA,1.96466480098211,0,0,3.30604807740436
840,-1.39772818240682,NA,NA,1.97668615207082,1,1,2.44000903110916
1291,-1.40076365160685,NA,NA,1.98097895378167,2,2,1.72108651951695
371,1.40662731669968,NA,NA,1.98927142848116,2,2,1.72586222164046
2277,-1.4070417920149,NA,NA,1.98985758509322,2,2,1.72620004764121
404,1.4070440660485,NA,NA,1.98986080106237,NA,NA,1.98986080106237
279,-1.41073530357328,NA,NA,1.99508099923186,NA,NA,1.99508099923186
280,-1.42141128084113,NA,NA,2.01017911107564,NA,NA,2.01017911107564
574,1.42486534579962,NA,NA,2.01506389658525,NA,NA,2.01506389658525
2207,-1.43330522778558,NA,NA,2.02699969215463,NA,NA,2.02699969215463
556,1.46847472648239,NA,NA,2.07673687419352,NA,NA,2.07673687419352
2105,1.47978295296638,NA,NA,2.09272912145356,2,2,1.78598924629738
2823,1.48949329140966,NA,NA,2.10646161377528,1,1,2.49371014056453
282,-1.49644286419586,NA,NA,2.11628979386222,0,0,3.35251267645668
2964,1.50397769775228,NA,NA,2.12694565766794,NA,NA,2.12694565766794
2794,1.50942550960181,NA,NA,2.1346500270708,0,0,3.3583277637891
2765,1.51046119192249,NA,NA,2.13611470305502,0,0,3.35879338636718
2771,1.51508755297255,NA,NA,2.14265736559645,0,0,3.36087641742037
2684,1.53233263414267,NA,NA,2.16704559327145,2,2,1.82976591444332
354,1.56021777243062,NA,NA,2.20648113402692,0,0,3.38146114829202
13,-1.56596625293426,NA,NA,2.21461071311821,2,2,1.85802322518556
1555,-1.56839757497984,NA,NA,2.21804912172956,1,1,2.54162761890932
2944,1.57048957326164,NA,NA,2.22100765407215,0,0,3.38621285505261
2924,1.57165306946332,NA,NA,2.22265308618033,2,2,1.86281866287448
1611,-1.57989010342609,NA,NA,2.23430201132421,0,0,3.39058294971583
2795,1.58637336744223,NA,NA,2.24347073122428,0,0,3.39360876662735
1579,-1.59344239295225,NA,NA,2.25346784297331,0,0,3.39691899515685
2629,0.580328364443961,5.9411371677093,21122.11,2.26019060940294,3,3,0.580328364443961
1558,-1.60097577051275,NA,NA,2.26412164768985,1,1,2.56185936728949
1210,-1.60125881554291,NA,NA,2.26452193381026,0,0,3.40059256517947
1574,-1.61241380749746,NA,NA,2.28029747472055,1,1,2.56902282718711
1888,-1.62183825633109,NA,NA,2.29362565807896,0,0,3.41033126392424
2778,1.62192645421042,NA,NA,2.29375038871608,1,1,2.5750039656023
531,1.63686984330133,NA,NA,2.31488353223626,1,1,2.58444247061321
2925,1.65020013068723,NA,NA,2.33373540544773,2,2,1.92954929227531
1472,-1.66591980705275,NA,NA,2.35596638495997,1,1,2.60293849399687
2792,1.6836208031856,NA,NA,2.38099937375856,0,0,3.44014229486504
156,1.68584370020103,NA,NA,2.38414302486554,1,1,2.61573488364312
2853,1.68742855559333,NA,NA,2.38638434885573,1,1,2.61675660508038
2788,1.68766474622907,NA,NA,2.3867183728561,0,0,3.442123224939
491,1.05749402620754,5.94114355158222,21122.13,2.42692115769564,3,3,1.05749402620754
2793,1.7190207991001,NA,NA,2.4310625280888,0,0,3.45760502483131
2854,1.72626235809862,NA,NA,2.44130363903723,0,0,3.46121102058054
2860,1.74630593500457,NA,NA,2.46964953733609,1,1,2.655105349818
1613,-1.76626448042283,NA,NA,2.49787518295183,1,1,2.66827476373842
1556,-1.79681963109545,NA,NA,2.54108669143341,0,0,3.49693591400958
2809,1.8374190291014,NA,NA,2.5985029107176,0,0,3.51796939846041
1561,-1.83896668364834,NA,NA,2.60069162476776,1,1,2.71694653307138
540,1.84143725186699,NA,NA,2.60418553584934,1,1,2.71861934675737
541,1.85108884700468,NA,NA,2.61783495259159,0,0,3.52512835503973
2813,1.88228741005126,NA,NA,2.66195638357862,0,0,3.54161063557776
2761,1.88640314176844,NA,NA,2.66777690719214,1,1,2.74927568884494
2008,-1.91747013316468,NA,NA,2.71171226776683,NA,NA,2.71171226776683
1230,-1.92907361687682,NA,NA,2.72812207180332,0,0,3.56669665367413
1560,-1.93537712411662,NA,NA,2.73703657723236,0,0,3.5701098880222
2958,1.95328482699304,NA,NA,2.76236189351114,NA,NA,2.76236189351114
1576,-1.95764632268756,NA,NA,2.76852997987456,1,1,2.79863879854692
1588,-1.96441949631853,NA,NA,2.77810869388379,0,0,3.58593697065584
1861,-1.9807628782183,NA,NA,2.80122172622149,0,0,3.5949160740868
2852,1.98731245067953,NA,NA,2.8104842204239,0,0,3.59852897398727
1562,-2.02224930870978,NA,NA,2.85989239887699,0,0,3.61794033485589
1597,-2.0267553170744,NA,NA,2.8662648570184,0,0,3.62046089818539
1930,-2.03468327442517,NA,NA,2.87747668182577,0,0,3.62490496802682
1578,-2.03537271924522,NA,NA,2.8784517040408,1,1,2.85354903694464
1473,-2.04119679034748,NA,NA,2.88668818438184,1,1,2.85770613200953
1889,-2.10428118632814,NA,NA,2.9759029927518,0,0,3.66442346231089
1885,-2.10609897767766,NA,NA,2.97847373793186,1,1,2.90441954678984
2814,2.11019355049275,NA,NA,2.98426433833908,1,1,2.90739003584679
1600,-2.1174115864071,NA,NA,2.99447218262285,1,1,2.91263314309424
1890,-2.13240784409713,NA,NA,3.01568009363293,NA,NA,3.01568009363293
1596,-2.13896190108784,NA,NA,3.02494892991776,1,1,2.92833707320474
1223,-2.14860612724019,NA,NA,3.03858792534101,NA,NA,3.03858792534101
1927,-2.15166136741837,NA,NA,3.0429086874373,0,0,3.69183513175232
1952,-2.15340308678573,NA,NA,3.04537185058847,0,0,3.69285050525719
1581,-2.20584763544296,NA,NA,3.11953964257206,1,1,2.97754324750948
2018,-2.24460398711013,NA,NA,3.17434940072787,1,1,3.00636775178132
1986,-2.31177160147136,NA,NA,3.26933875190977,NA,NA,3.26933875190977
2089,-0.154616308603228,4.62649025807014,17003.46,3.50247900387837,3,3,0.154616308603228
2578,-0.385455082137086,4.51404152856004,16651.17,3.63202478528735,2,2,1.07171620326713
2917,1.17766723435117,4.67936787744805,17169.12,3.6418545710412,1,1,2.32096964970771
2627,0.365313908216209,4.2260522534935,15748.93,3.91657691068883,3,3,0.365313908216209
2306,-0.571713876123332,4.22373490762435,15741.67,3.94348266947931,1,1,2.08010979425413
1507,-1.04346353504709,4.18277597898392,15613.35,4.07851950096407,1,1,2.25584045290729
2246,-0.701711295848506,4.02482938718885,15118.52,4.16033027618095,2,2,1.22163772973881
2095,-0.595455800253475,3.97143148216815,14951.23,4.19658295608661,3,3,0.595455800253475
319,-1.08086967194633,4.05569541274628,15215.22,4.21094229715933,2,2,1.47250780905684
506,0.319594210617058,3.55211636537365,13637.56,4.58459158141386,1,1,2.02537415295543
2624,0.227388390510896,3.53686210103663,13589.77,4.59432329734913,3,3,0.227388390510896
2162,-0.455728812715378,3.54791258505729,13624.39,4.60027144772128,3,3,0.455728812715378
2628,0.285810319979462,3.3827554088016,13106.97,4.75140337293386,3,3,0.285810319979462
2626,-0.0249818339670628,3.34678228490996,12994.27,4.77883785603497,3,3,0.0249818339670628
1536,-0.681555828690995,3.35760614144204,13028.18,4.81641497055645,1,1,2.1129406871994
15,-0.712245893975348,3.35993944699349,13035.49,4.81854587157042,3,3,0.712245893975348
152,1.38724401743124,3.38955742539549,13128.28,4.93498910877652,3,3,1.38724401743124
302,-0.921485933369177,3.23990986839353,12659.45,4.97178671541643,2,2,1.35982952071106
2161,-0.299959418504982,3.15224333355022,12384.8,4.98234914704674,3,3,0.299959418504982
2113,-0.0535459582642532,3.11119183875249,12256.19,5.01464889182852,1,1,2.00071666400978
2088,-0.358063339709887,3.06570036034044,12113.67,5.07250793407377,3,3,0.358063339709887
2687,0.42679449216245,2.88409513551211,11544.72,5.25880722256268,3,3,0.42679449216245
2667,0.255561878689356,2.84595787870134,11425.24,5.28577865404818,1,1,2.01626185646588
2081,-0.881041584533315,2.89890572068134,11591.12,5.30038633703512,3,3,0.881041584533315
1535,0.59981030521387,2.8491753506519,11435.32,5.31036278890931,2,2,1.16609279315188
2261,-0.481500623015232,2.78322994341131,11228.72,5.36397969636852,3,3,0.481500623015232
143,1.21440157035578,2.8350063447109,11390.93,5.42813730363858,3,3,1.21440157035578
1953,-0.646477191533976,2.71449159176919,11013.37,5.44954477624715,3,3,0.646477191533976
2160,-0.336511415619031,2.6304574806161,10750.1,5.50539144432564,3,3,0.336511415619031
934,-0.0968480064051548,2.60989502594795,10685.68,5.51651001577284,3,3,0.0968480064051548
595,-0.515010954604427,2.61002908727923,10686.1,5.53951808785896,2,2,1.12482722378264
853,0.466871878954239,2.60452618882411,10668.86,5.54073341281862,1,1,2.05376954679883
1520,0.608165569377601,2.46195196301504,10222.19,5.6961621239475,2,2,1.17041247420573
2477,-0.853426781195268,2.47489845729228,10262.75,5.7147401393715,2,2,1.31466241707189
2027,-1.35538393054925,2.51569140523684,10390.55,5.77127658234151,3,3,1.35538393054925
196,0.124208101263773,2.3028307386031,9723.68,5.82404873337249,3,3,0.124208101263773
49,0.153098745798232,2.28135539010772,9656.4,5.84620445002621,3,3,0.153098745798232
2264,-1.41938334547755,2.42769610093827,10114.87,5.87198802163749,3,3,1.41938334547755
2690,1.1647128409396,2.35289307002427,9880.52,5.88898802404753,3,3,1.1647128409396
2302,-0.302108588440169,2.22597210060958,9482.89,5.90731293685025,3,3,0.302108588440169
81,-2.09252584345154,2.59785504162503,10647.96,5.91051008796779,1,1,2.89459226930367
159,-0.232370584182987,2.18789229865507,9363.59,5.94220771929682,2,2,1.02664311637177
2673,1.02939660300277,2.2332688673546,9505.75,5.9815291845329,3,3,1.02939660300277
2661,-0.0499866089259862,2.13151950885468,9186.98,5.99424375950948,3,3,0.0499866089259862
2756,-0.380384791076189,2.1091663778331,9116.95,6.02840134309591,2,2,1.06990307471382
1511,0.53070392759719,2.0746104737292,9008.69,6.07417273537264,3,3,0.53070392759719
2091,0.822400488195923,2.10050665422014,9089.82,6.0809167269804,3,3,0.822400488195923
2252,-1.27728069857354,2.1457491615884,9231.56,6.11469721006314,2,2,1.62217322840334
2625,0.232326694568695,1.95008664859513,8618.57,6.17983681932543,3,3,0.232326694568695
2098,0.294063280252743,1.94498912607029,8602.6,6.18755733666,3,3,0.294063280252743
1834,-2.1750542001054,2.30330314519902,9725.16,6.21526150747464,2,2,2.3939216305878
26,-0.346889899234111,1.89355745390826,8441.47,6.24164433945216,3,3,0.346889899234111
2256,-0.569281918303626,1.85427109997229,8318.39,6.29706929360411,2,2,1.15068757814945
397,0.496324937180156,1.84228218663271,8280.83,6.30284489083312,3,3,0.496324937180156
2269,-1.71329736420452,2.04205910572148,8906.71,6.32015096687139,3,3,1.71329736420452
2620,0.272218392549084,1.80983934446459,8179.19,6.32157932102934,2,2,1.0363893347782
686,-0.843242099970554,1.85059398917165,8306.87,6.33136564704818,2,2,1.30807386609578
167,0.210564982764111,1.7841251043518,8098.63,6.34492464435655,3,3,0.210564982764111
1241,-0.884565380043616,1.84112032176168,8277.19,6.34638268336264,3,3,0.884565380043616
99,0.514285053539047,1.79114098068844,8120.61,6.35525672933227,1,1,2.06506394968622
2902,-0.0981607868161752,1.74745294637566,7983.74,6.37885721302637,3,3,0.0981607868161752
2320,0.296350707265143,1.72557541388645,7915.2,6.40683700706999,3,3,0.296350707265143
2657,0.328358677344011,1.71470048637103,7881.13,6.41925797918146,1,1,2.02677562176653
1528,1.21605302369133,1.8181766824952,8205.31,6.42353518060146,2,2,1.57441575081959
2489,-0.790181829210133,1.71878297310194,7893.92,6.45531665501544,2,2,1.27451454413587
2293,-0.541154468982603,1.66152282496599,7714.53,6.48664459407644,1,1,2.07191895577502
2492,-0.680818355265205,1.66392954505599,7722.07,6.49739294827459,2,2,1.20975767526642
2467,-0.81069299311994,1.67023681149874,7741.83,6.50602444026387,2,2,1.28733178671769
2533,-1.30428877621203,1.73883152600021,7956.73,6.51854308415992,1,1,2.38771212916312
2090,0.1695391536738,1.60410308000708,7534.64,6.52365515812016,3,3,0.1695391536738
2692,0.959552015660885,1.67236264118036,7748.49,6.52414206350355,3,3,0.959552015660885
497,-0.292768624372917,1.59946519633232,7520.11,6.53265333108657,2,2,1.04197575183745
1242,-0.299953091943765,1.59777347000911,7514.81,6.5346691967788,3,3,0.299953091943765
308,-1.16855795030125,1.67813685423449,7766.58,6.5524595691588,2,2,1.53802720496494
2617,0.196598746309269,1.57222521059219,7434.77,6.55627793328215,1,1,2.00963953659615
109,0.55469818754515,1.58632080199463,7478.93,6.56271833333614,3,3,0.55469818754515
673,-0.344453992324913,1.55285015628675,7374.07,6.58172435247557,2,2,1.05766183292609
474,0.535467387935642,1.55502067307879,7380.87,6.59231708900927,2,2,1.13433915719357
691,-0.802997150131727,1.57719824759513,7450.35,6.59740695456174,2,2,1.28249928776576
2563,-0.351818008258415,1.51690895175969,7261.47,6.61800396094952,2,2,1.06008297360863
2600,-1.19123865858301,1.6099092124258,7552.83,6.62364608998087,2,2,1.55532939974227
