"ID","delta_Z","benefit.stan","benefit","score","cols","priority"
296,2.10613809029911,7.50211037810325,36.592,2.10613809029911,"#00441B",1
15,0.247970750871219,5.22560139120145,26.775,2.28997437992923,"#00451B",2
937,-0.388116641187788,4.42788407278013,23.335,3.09862903612348,"#08306B",3
491,0.844309513947467,4.02763404615362,21.609,3.57559006831325,"#00461B",4
497,1.7263067123221,3.42980984647624,19.031,4.42309467283914,"#00471C",5
68,0.817650628935485,3.05530011704297,17.416,4.52135754490502,"#00481C",6
462,1.72718655725522,3.3145582455299,18.534,4.52976448246294,"#00491D",7
26,0.45600359022211,2.93749767583424,16.908,4.58733347338201,"#004A1D",8
77,1.21452525289604,3.0724603151718,17.49,4.59313305598159,"#004B1E",9
319,2.88991050943115,3.90704887011318,21.089,4.61259688231612,"#004C1E",10
328,1.23638934224319,2.98248522228009,17.102,4.68568779954043,"#004D1F",11
588,2.08080245854729,3.19049465094984,17.999,4.78745956120081,"#004F1F",12
1242,1.1952925780558,2.76450432713008,16.162,4.88606543564173,"#005020",13
273,0.237126634388027,2.61099012224784,15.5,4.89686495606886,"#005120",14
159,0.84827014311353,2.63046926606975,15.584,4.94494179542619,"#005220",15
932,-0.904580761235556,2.62049779958949,15.541,4.96471627792578,"#08326F",16
96,0.966388685441745,2.6290778986539,15.578,4.96793243081245,"#005321",17
63,0.987164839003652,2.47602748291027,14.918,5.12210930073895,"#005421",18
399,2.43580964842666,2.96973102096812,17.047,5.14544762682053,"#005522",19
374,0.249815243391409,2.32042622690425,14.247,5.18770260313923,"#005622",20
102,0.0383346698636343,2.20795736078962,13.762,5.29429180510902,"#005723",21
25,0.874956758636991,2.24366912446313,13.916,5.33073669838126,"#005823",22
506,-0.494021397446334,2.17920243419536,13.638,5.3457839575176,"#083573",23
474,1.66501675099247,2.34500705125096,14.353,5.41922462211306,"#005A24",24
95,1.76123130711821,2.37561713439968,14.485,5.42059671022588,"#005B24",25
86,0.622623444066634,2.11357627108105,13.355,5.42438565882284,"#005C25",26
119,1.13189204376352,2.18894200610632,13.68,5.43239705359647,"#005D25",27
1189,-0.669700012417479,2.09711175666014,13.284,5.44632979211081,"#083878",28
74,1.16700671921786,2.13792520085844,13.46,5.48966185647827,"#005E25",29
58,0.455234802937488,2.02383307275865,12.968,5.49715935370798,"#005F26",30
329,1.91593161723753,2.19566694861627,13.709,5.64173163419494,"#006026",31
724,2.08174601085388,2.23277007970563,13.869,5.66565209256826,"#006127",32
397,2.2792334628722,2.30164276679026,14.166,5.67800744580278,"#006227",33
71,0.818247851546428,1.79193850345012,11.968,5.76850001167027,"#006428",34
385,1.63360048726259,1.95356901825817,12.665,5.78402643267612,"#006528",35
302,1.8218885353907,1.95217765084232,12.659,5.84132100748709,"#006629",36
912,-1.27657380420597,1.7965763948363,11.988,5.84660232201566,"#083B7C",37
163,1.45095487104357,1.81907016805922,12.085,5.86534023452879,"#006729",38
152,2.24885169170465,2.06093620384801,13.128,5.88758951743963,"#00682A",39
482,1.82152665581673,1.89258074653002,12.402,5.89786249800289,"#00692A",40
44,0.429926840901884,1.61036505568155,11.185,5.90741060303123,"#006A2B",41
1241,1.91503463720706,1.8837687528963,12.364,5.93574934437395,"#006B2B",42
587,2.23871595755031,1.99322298960992,12.836,5.94640138215469,"#006C2B",43
271,-0.233358257042044,1.55865256672575,10.962,5.94803722514864,"#083E81",44
91,0.915926017248666,1.61477105249841,11.204,5.95816119317749,"#006D2C",45
381,-0.328804128497872,1.54659404912171,10.91,5.96458606272749,"#084185",46
487,2.15430554058787,1.93107524503524,12.568,5.97306159486788,"#016E2D",47
913,-0.662476516066692,1.55749309387921,10.957,5.98141703864854,"#084489",48
398,1.8203736229538,1.79843155139076,11.996,5.98712888498604,"#026F2D",49
386,1.73376077817515,1.76457494427172,11.85,5.99376670303498,"#036F2E",50
143,1.34807122912864,1.65813533695911,11.391,5.99744448247085,"#04702F",51
930,-1.17282827701173,1.61477105249841,11.204,6.00302344674511,"#08478E",52
389,2.11014905792828,1.85965171768821,12.26,6.0241239015452,"#05712F",53
327,1.50435653885826,1.66833869800868,11.435,6.02461456123784,"#067230",54
1205,1.63639096932648,1.7014996214198,11.578,6.02701091379839,"#067230",55
853,-0.512601288314958,1.49070745791835,10.669,6.03321847355039,"#084A92",56
934,-1.00110999212568,1.54960867852272,10.923,6.03609954356644,"#084D97",57
139,1.0338336398487,1.54357941972069,10.897,6.0475534868975,"#077331",58
330,1.69367341934355,1.67042574913246,11.444,6.07264977280635,"#087432",59
1317,1.355418212209,1.5737257137308,11.027,6.08135702444399,"#097532",60
75,0.627168662191545,1.45198106484383,10.502,6.08254923843581,"#0A7533",61
81,0.896667538537192,1.48583767196287,10.648,6.08272553624738,"#0B7634",62
65,1.04683523316471,1.50647628863133,10.737,6.08633651224057,"#0C7734",63
1231,0.0609681700259312,1.39122468768499,10.24,6.11118982188533,"#0D7835",64
503,0.897093764871879,1.44711127888835,10.481,6.12109396386506,"#0D7835",65
880,-0.0106706630035084,1.36989038730861,10.148,6.13222927478664,"#08509B",66
106,1.89398819414362,1.66532406860767,11.422,6.13638865313063,"#0E7936",67
902,-0.706314525420373,1.35690429142733,10.092,6.18566391396578,"#09539D",68
162,0.0813684675952661,1.30032201651605,9.848,6.20232212235362,"#0F7A37",69
927,-0.971922520539395,1.36919470360068,10.145,6.20945151011672,"#0B569F",70
51,-0.279582038373284,1.29058244460509,9.806,6.21781676996104,"#0E58A2",71
266,0.0350758805264639,1.28316181838722,9.774,6.21904747576257,"#107B37",72
137,1.03598007863487,1.36803523075414,10.14,6.22094306650159,"#117B38",73
943,-0.553904882488002,1.29985822737743,9.846,6.22693683603961,"#105BA4",74
49,0.162308664745303,1.25579825920882,9.656,6.24842053556727,"#127C39",75
352,1.90189053561951,1.53082521840873,10.842,6.26685200622027,"#137D39",76
615,0.67332347678673,1.25046468411472,9.633,6.28780075921283,"#147E3A",77
911,-1.07734144108868,1.28362560752584,9.776,6.31111855558032,"#125EA6",78
1239,1.14878147008203,1.2961479142685,9.83,6.31139199927636,"#147E3A",79
1460,-0.241340584936674,1.18924451781727,9.369,6.31747739591538,"#1460A8",80
501,0.907349316543468,1.24582679272855,9.613,6.32173766324266,"#157F3B",81
595,1.97803840299254,1.4946496655966,10.686,6.32473083506517,"#16803C",82
167,1.55589335687632,1.36826712532345,10.141,6.32809901847657,"#17813C",83
332,2.82747387413369,1.76758957367273,11.863,6.39369512608749,"#18813D",84
1319,0.810723591208583,1.14750349534173,9.189,6.40611437423514,"#19823E",85
34,0.0485657323604823,1.09068932586115,8.944,6.41160498935274,"#1A833E",86
1225,0.690312268309391,1.09509532267801,8.963,6.4440959760252,"#1B843F",87
196,1.68223039149692,1.27156708992179,9.724,6.45364770931748,"#1B843F",88
906,-0.563267910257964,1.0596154535738,8.81,6.46707133030973,"#1663AA",89
347,2.40703525076117,1.47331536522021,10.594,6.49154742767626,"#1C8540",90
