Model.catch	CentroidX	CentroidY	Catch.Area.ft2	Catch.Area.ha	2b.Ecoreg	2d.Ecoreg	2e.Ecoreg	2f.Ecoreg	2g.Ecoreg	4a.Ecoreg	4b.Ecoreg	4d.Ecoreg	77a.Ecoreg	77b.Ecoreg	77c.Ecoreg	Impervious	conifer.forest	dense.urban	grass.shrub.crops	light.med.urb	mix.deciduous	regrow.veg	Agriculture	Apt.condo	Commercial	Forest.timber	Industrial	Parks.open.space	Residential	FC00.Road	FC01.Road	FC02.Road	FC07.Road	FC08.Road	FC11.Road	FC12.Road	FC14.Road	FC06.FC16.Road	FC17.Road
1258	1496237	350771	60981940	567	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60205080	0.39794920	0.55319149	0.20053602	0.00000000	0.05439067	0.00000000	0.45987703	0.02916601	0.00000000	0.00000000	0.00000000	0.46140741	0.00000000	0.53859259	0.00000000	0.00773990	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1259	1440863	350966	26623364	247	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	1.08011653	0.61220044	0.00000000	0.00000000	0.00000000	0.12018882	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.02022738	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1261	1514634	349734	51655256	480	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00018709	0.00000000	0.00355472	0.00000000	0.01159963	0.00112254	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1262	1293442	349515	27285300	253	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	34.92897727	0.09741620	0.18994413	0.04224860	0.29259777	0.31494413	0.00000000	0.00000000	0.08224333	0.08884267	0.00000000	0.08157700	0.08896223	0.46938634	0.03835465	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00808344	0.01597479	0.00000000
1263	1296402	348400	35624780	331	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	40.34139712	0.06343182	0.21767417	0.02683654	0.35754947	0.27080510	0.00000000	0.00000000	0.05278483	0.01163101	0.00000000	0.18837307	0.16076532	0.42504768	0.05718879	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00244316	0.00740061	0.01219297
1264	1461794	348962	55458140	515	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.10622436	0.15313877	0.74063687	0.02413009	0.34926407	0.00000000	0.04623377	0.00000000	0.45558442	0.00502165	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00111066	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1265	1489295	349538	49509499	460	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.22611226	0.77388774	0.02876712	0.07797271	0.00000000	0.03684211	0.00000000	0.29473684	0.02865497	0.00000000	0.00000000	0.00000000	0.11847466	0.02099242	0.86053293	0.00000000	0.00115249	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1266	1336094	351871	10087651	94	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	9.16490892	0.06203008	0.02725564	0.39285714	0.07988722	0.31860902	0.00000000	0.00000000	0.09957224	0.00177445	0.00000000	0.00000000	0.16816234	0.57334091	0.03950731	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00928353	0.00000000
1267	1393943	350676	41827178	389	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.23249884	0.63761784	0.00206944	0.00643826	0.01379628	0.12646585	0.00712808	0.00000000	0.00000000	0.00000000	0.00000000	0.00055194	0.82061871	0.00000000	0.00397113	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1269	1448354	351905	10184495	95	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.51287534	0.48712466	0.00000000	0.14081827	0.77924528	0.00000000	0.00000000	0.00000000	0.21792453	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00258098	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1271	1503712	350913	19339046	180	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.07414731	0.00000000	0.00642610	0.00000000	0.48344043	0.00049432	0.00000000	0.00000000	0.00000000	0.04898887	0.00011138	0.95089954	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1272	1317917	349935	26897740	250	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.12849964	0.12597865	0.00249110	0.30355872	0.07188612	0.39928826	0.00000000	0.01553108	0.01407367	0.00971561	0.00000000	0.00000000	0.68085118	0.19865011	0.01266772	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00793609
1273	1346517	351330	11132355	103	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.48524306	0.17687662	0.00258844	0.08196721	0.02761001	0.48921484	0.00776531	0.00000000	0.33451691	0.01862885	0.00254241	0.00000000	0.27561410	0.35690022	0.01111032	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1274	1330736	350146	19728516	183	0.84439005	0.00000000	0.15560995	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	12.02210216	0.23526547	0.03263517	0.09449586	0.09790550	0.53190453	0.00000000	0.00000000	0.08453935	0.00000000	0.03203992	0.00000000	0.18084366	0.35768838	0.02652374	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01649638	0.00830858	0.01022713
1275	1332914	350804	9483994	88	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	11.32110092	0.27631579	0.01619433	0.12145749	0.08704453	0.48279352	0.00000000	0.00000000	0.17334986	0.10172961	0.00000000	0.00000000	0.04378050	0.57946800	0.04689912	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00488560	0.00000000	0.00451867
1276	1416018	346936	77001008	715	0.00000000	0.00000000	0.02830741	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.97169259	0.00000000	0.00000000	0.36999748	0.77359431	0.00000000	0.00162075	0.00037402	0.22328887	0.00074804	0.00000000	0.00000000	0.00000000	0.22334562	0.00000000	0.77665425	0.00000000	0.00980903	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1277	1349090	351951	2906284	27	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.33221477	0.10423453	0.00000000	0.06188925	0.00977199	0.75895765	0.01302932	0.00000000	0.02793843	0.06747689	0.00054434	0.00000000	0.09511872	0.80892163	0.01243116	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1278	1335067	348875	14127682	131	0.19272935	0.00000000	0.80727065	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	11.59504132	0.14005413	0.00947226	0.27131258	0.10757781	0.42151556	0.00000000	0.00000000	0.05295249	0.02688820	0.00000000	0.01578476	0.30121290	0.34623167	0.04031957	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01149637	0.00721534	0.00771655
1279	1483459	349298	27943140	260	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.15722623	0.00000000	0.00789564	0.00000000	0.42911088	0.00308960	0.00000000	0.00000000	0.00000000	0.00000000	0.21579214	0.78420779	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1280	1457419	352460	854946	8	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.88340344	0.11659656	0.00000000	0.44318182	0.00000000	0.00000000	0.00000000	0.37500000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.99999978	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1281	1456838	351292	7123775	66	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.69380053	0.30619947	0.00000000	0.34491979	0.00000000	0.13770053	0.00000000	0.47192513	0.00133690	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.99865914	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1282	1433964	349725	42375584	394	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.99572456	0.00427544	0.00000000	2.26791419	0.92455387	0.00000000	0.00022589	0.00000000	0.07205783	0.00022589	0.00000000	0.00000000	0.00000000	0.00459314	0.00000000	0.99329208	0.00000000	0.02112979	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1283	1289462	349090	9775116	91	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	23.50694444	0.10629921	0.06200787	0.07381890	0.31594488	0.39074803	0.00000000	0.00000000	0.01684389	0.04645868	0.00000000	0.05309932	0.20516329	0.50828931	0.04860290	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00886465	0.00241573	0.00000000
1284	1291989	348290	13989931	130	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	34.50899032	0.07936508	0.30917874	0.03657695	0.16770186	0.38095238	0.00000000	0.00000000	0.13758681	0.16044211	0.00000000	0.20944535	0.20154260	0.20103273	0.01786063	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00428222	0.00507108	0.00784972
1285	1353596	347061	22903788	213	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.34335309	0.26486486	0.00083160	0.05904366	0.02993763	0.41787942	0.01288981	0.00000000	0.14772447	0.00925319	0.12099344	0.00048433	0.07093399	0.55550846	0.01485134	0.00000000	0.00000000	0.00825959	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1286	1380887	352305	398688	4	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.33333333	0.00000000	0.00000000	0.00000000	0.66666667	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.04652514	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1287	1383485	349056	23939476	222	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.28744939	0.46011281	0.00000000	0.06285254	0.00080580	0.45044319	0.02135375	0.00000000	0.08790694	0.00000000	0.70224950	0.00000000	0.17258085	0.02011289	0.00471217	0.00000000	0.00000000	0.00782632	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1288	1383222	351274	5040655	47	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.65458015	0.53142857	0.00000000	0.04190476	0.00000000	0.42666667	0.00000000	0.00000000	0.00000000	0.00000000	0.36758695	0.00000000	0.63221942	0.00018807	0.02444405	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1290	1351197	349507	8835822	82	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.57142857	0.18688525	0.01092896	0.07213115	0.01202186	0.55300546	0.01639344	0.00000000	0.09278412	0.04142082	0.42622135	0.00000000	0.09561861	0.32213528	0.02504940	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1292	1313027	349779	18203632	169	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.71801706	0.02421053	0.00368421	0.60631579	0.02736842	0.16526316	0.00000000	0.07428902	0.00000000	0.00000000	0.00000000	0.00193912	0.81882044	0.07299368	0.02926224	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01143266
1293	1285597	348821	15871687	147	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	22.31093464	0.09391933	0.05719446	0.05538832	0.31065623	0.43708609	0.00000000	0.00000000	0.01189105	0.00602834	0.00000000	0.13631305	0.25295673	0.43042072	0.04850392	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00995956	0.00000000	0.00730294
1294	1288974	345928	38488420	358	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	31.74836107	0.04739218	0.27407222	0.02582748	0.14242728	0.47392177	0.00000000	0.00000000	0.00975135	0.06153435	0.00000000	0.50428402	0.22979356	0.09880842	0.01345815	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00479090	0.00861324	0.00954014	0.00746063
1295	1339506	348313	34656096	322	0.00107676	0.00000000	0.99892324	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.83202907	0.33899721	0.00919220	0.15543175	0.06128134	0.36991643	0.00250696	0.00000000	0.14289241	0.01548755	0.15010949	0.05243447	0.22695589	0.34441695	0.01587542	0.00000000	0.00557830	0.00046254	0.00000000	0.00000000	0.00000000	0.00060088	0.00277663	0.00000000
1296	1455831	352056	513230	5	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.01886792	0.00000000	0.24528302	0.00000000	0.67924528	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1298	1350723	347077	23691040	220	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.93221723	0.10259530	0.00081103	0.13179238	0.02798054	0.45336577	0.02108678	0.00000000	0.12423009	0.02382386	0.08644209	0.00189185	0.26505451	0.47918116	0.01101560	0.00000000	0.00000000	0.00708707	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1299	1379239	351536	1200530	11	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60000000	0.30769231	0.00000000	0.00769231	0.00000000	0.68461538	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.65701246	0.32500153	0.00000000	0.00000000	0.00000000	0.01310255	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1300	1345353	348015	20467904	190	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.86126894	0.22382503	0.00139600	0.08143322	0.03955328	0.61144718	0.01814798	0.00000000	0.28695435	0.02627265	0.07030681	0.00035490	0.16471393	0.42879188	0.01405957	0.00000000	0.00000000	0.00000000	0.00796232	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1302	1456431	348394	25671788	238	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.53678913	0.46321087	0.00000000	0.06674251	0.00000000	0.08342814	0.00000000	0.45430413	0.00303375	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.89863745	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1303	1358322	346651	42917476	399	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.68654020	0.29952883	0.00112183	0.03365492	0.02602648	0.36975544	0.00852591	0.00000000	0.09114455	0.00245825	0.09745743	0.00043085	0.22439547	0.33666884	0.03011146	0.00000000	0.00000000	0.00174514	0.00062273	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1304	1377844	349272	12880337	120	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.31428571	0.52473763	0.00000000	0.04422789	0.00224888	0.42578711	0.00074963	0.00000000	0.00000000	0.10144991	0.55348218	0.00000000	0.33092364	0.00994508	0.00614774	0.00000000	0.00000000	0.00415890	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1305	1443486	347209	51771156	481	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.50880160	0.49119840	0.00000000	0.72623503	0.70238539	0.00000000	0.00391353	0.00000000	0.22828923	0.00074543	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.01089528	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1307	1479735	348103	24368154	226	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.09694080	0.00000000	0.08382996	0.00000000	0.43782280	0.00437028	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1309	1423779	335274	373832032	3473	0.00055614	0.00000000	0.44668833	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.54380901	0.00894652	0.00000000	1.15173343	0.78319142	0.00018007	0.01180768	0.00432177	0.16739125	0.00740874	0.00000000	0.00000000	0.00000000	0.48356446	0.00000000	0.51310797	0.00105139	0.01404361	0.00000000	0.00000000	0.00000000	0.00106293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1310	1507817	347744	27563416	256	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07467083	0.92532917	0.00000000	0.00557491	0.00000000	0.00418118	0.00000000	0.11951220	0.00174216	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1311	1397811	344006	45750120	425	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.51335312	0.60738397	0.00464135	0.04050633	0.00590717	0.33185654	0.00337553	0.00000000	0.00000000	0.00000000	0.21408184	0.27616867	0.50944767	0.00000000	0.00832354	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1312	1501242	349105	4477928	42	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.01720430	0.00000000	0.00430108	0.00000000	0.35913978	0.00000000	0.00000000	0.00000000	0.00000000	0.08152722	0.00000000	0.91846887	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1313	1283033	350380	310462	3	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	32.40625000	0.00000000	0.09375000	0.03125000	0.21875000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.69357904	0.12579636	0.06330241	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1314	1408464	343728	70040808	651	0.00000000	0.00000000	0.48833885	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.51166115	0.00000000	0.00000000	0.65452279	0.51743548	0.00027457	0.05615047	0.00398133	0.40032949	0.01468973	0.00000000	0.00000000	0.00000000	0.85537407	0.00000000	0.12825148	0.01124436	0.01008004	0.00000000	0.00000000	0.00000000	0.00238872	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1315	1279261	343596	55743900	518	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	27.01322889	0.11520498	0.10067462	0.03234734	0.34509600	0.31551635	0.00000000	0.00000000	0.05788953	0.05785358	0.00000000	0.00877083	0.15986700	0.46419162	0.07322744	0.00000000	0.00000000	0.00000000	0.00001946	0.00000000	0.00000000	0.01294452	0.00000000	0.01094358
1316	1285444	342025	49585368	461	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	41.24183134	0.03158915	0.38779070	0.03158915	0.08604651	0.36240310	0.00000000	0.00000000	0.00453341	0.04751131	0.00000000	0.68383895	0.18042456	0.02339412	0.02296784	0.00000000	0.00000000	0.00000000	0.00247567	0.00000000	0.00339598	0.01073988	0.00042746	0.00143022
1317	1388105	347647	20361306	189	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.21370776	0.47125891	0.00000000	0.00712589	0.00047506	0.46698337	0.01425178	0.00000000	0.00004931	0.00000000	0.21223113	0.00000000	0.76376334	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1318	1395557	347714	15320273	142	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.90725552	0.54699248	0.00250627	0.00751880	0.02005013	0.16102757	0.02067669	0.00000000	0.00000000	0.00000000	0.00000000	0.34808094	0.46916742	0.00000000	0.01471971	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1319	1451049	345349	46307924	430	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.65725555	0.00000000	0.01245589	0.00000000	0.32302263	0.00166078	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1320	1371501	339802	189669280	1762	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.14181428	0.32048620	0.00091162	0.05049380	0.00749557	0.55852114	0.01240820	0.00000000	0.04246826	0.00695255	0.36728817	0.02942653	0.38708316	0.14160425	0.01166580	0.00000000	0.00000000	0.00164080	0.00155138	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1322	1340326	343594	45101444	419	0.28938647	0.00000000	0.71061353	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	9.00859107	0.22519247	0.01390077	0.23096664	0.07035928	0.38964927	0.00213858	0.00000000	0.14464872	0.03493205	0.02102219	0.00367877	0.25732005	0.44143793	0.01599802	0.00000000	0.00146805	0.00517919	0.00500128	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1324	1346189	348942	368110	3	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.69230769	0.31578947	0.00000000	0.05263158	0.05263158	0.44736842	0.00000000	0.00000000	0.14101488	0.00000000	0.00000000	0.00000000	0.02747548	0.77961187	0.01880416	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1325	1347183	348384	2535528	24	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.86692015	0.09578544	0.00000000	0.09961686	0.03065134	0.52107280	0.02681992	0.00000000	0.23699558	0.06075026	0.00000000	0.00000000	0.32233599	0.36294567	0.02339355	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1326	1314811	348453	1743559	16	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.99441341	0.01675978	0.01675978	0.59776536	0.08938547	0.11731844	0.00000000	0.01521256	0.00000000	0.00000000	0.00000000	0.00000000	0.55859985	0.17198611	0.04297531	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03491995
1327	1326446	342842	65451656	608	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	20.03850141	0.14329715	0.09577589	0.25051335	0.14344383	0.30434145	0.00000000	0.01839041	0.06496105	0.16121936	0.00000000	0.07901913	0.17635028	0.37683969	0.04016378	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00437335	0.00621951	0.00887996
1328	1333909	339551	87903656	817	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	21.59440097	0.07207700	0.08596741	0.26949579	0.23329323	0.25833971	0.00000000	0.02689226	0.07182170	0.08354844	0.00000000	0.00771811	0.32070068	0.29308011	0.04791534	0.00000000	0.00272509	0.00054766	0.00186221	0.00000000	0.00000000	0.00023596	0.00714283	0.00941426
