WADOE_ID	AWM_Imperv_SQ	AWM_Imperv_MG	AWM_Imperv_UG
114	5.5546496727	4.3795131805	7.7070338682
115	10.6386111455	10.2785527776	29.6243888336
116	18.3539272920	7.8849691514	23.4285950596
117	1.4538949276	1.0497323400	3.2220829009
118	5.9971189779	2.5401578478	14.0484163446
119	1.5386034213	1.6416323384	1.5183926183
120	1.1300714526	1.6018221045	1.0861862527
121	12.5704814081	10.3864858054	6.7731537056
122	10.9046997269	9.8787035074	9.1285551942
123	5.2599365913	5.0658958894	6.0315817286
125	2.4331364789	2.4331364789	2.4331364789
126	6.7249851817	6.7249851817	6.7249851817
127	4.8444271357	4.8444271357	4.8444271357
129	1.6650738896	1.6650738896	1.6650738896
130	7.4983729119	7.4983729119	7.4983729119
131	16.5555836765	16.5555836765	16.5555836765
132	12.1285263710	11.7372288316	10.9620726462
133	6.6168217218	10.6954781053	22.6556598830
134	3.2887823607	3.2887823607	3.2887823607
135	2.0734087517	2.0734087517	2.0734087517
136	2.6945198216	2.6945198216	2.6945198216
137	16.4035976481	8.6434993135	17.8853040295
138	6.3532063839	8.0396141731	8.8478044764
139	20.7630179676	18.2745485993	28.1499584682
140	11.5137303639	14.6868087722	24.5572458476
141	3.2281267567	3.1842961713	3.2463054078
142	4.8683356021	4.1061016136	4.4931523909
143	20.2844815807	18.8716140412	24.2853852235
144	20.6529619643	19.5078588228	27.0234470443
145	13.3200964516	12.5502895847	16.5516668653
146	8.5702935894	9.2938056390	8.9900520512
147	18.9898198377	15.7829702733	17.8458879999
148	3.7201849883	4.0584079487	3.8817084411
149	5.9586842859	4.0919054421	6.5324112048
150	8.9380239412	8.2952222227	9.9478541625
151	17.4863737364	16.1215034938	14.9019152645
152	32.6712957193	32.0354154635	30.2178349867
153	25.9240362154	28.8508151633	22.1259521948
154	47.8791731318	50.8777744699	46.0655097173
155	23.9422391684	18.2589465253	16.8987387308
156	42.2220966865	37.1079322832	44.4943380403
157	11.5199100595	17.2429414463	22.3745386045
158	6.1192845994	3.8719213580	11.2996285266
159	6.6257170680	6.3261312051	10.7954737758
160	8.8878556152	6.2161220873	7.9652270355
161	29.8826411940	52.7516816418	58.7388000000
162	15.8506138034	28.4250567949	46.6070046581
164	19.5660517034	28.4018028196	47.0251675898
167	3.5343721318	3.1090754111	4.1011423298
168	9.2099544000	4.9991280000	58.7388000000
170	46.2508925059	37.0197888555	44.9846691607
184	17.1650660508	16.9347670911	18.6308307676
189	1.1342554647	1.1342554647	1.1342554647
196	3.4143022671	3.4143022671	3.4143022671
197	0.2289824248	0.2289824248	0.2289824248
198	1.0478943106	1.0478943106	1.0478943106
208	0.4032659734	0.4032659734	0.4032659734
209	22.8772286472	23.0793364149	23.2725293151
210	33.3349316811	29.1503024012	31.0109749033
212	45.8111502041	44.4848215108	45.9537368004
213	64.4209131077	59.7846582011	66.2867833045
216	10.2106365489	8.3899687059	16.7368550371
217	2.6969643638	2.6969643638	2.6969643638
223	2.3389689428	2.3796553645	4.9359179573
264	23.4405358528	18.7770257384	27.3347832670
266	25.2838661625	40.4644002209	47.6476847971
267	26.5822902408	19.3777068008	24.7332015919
269	20.7407532930	8.9327941173	40.8611253351
270	23.5808516601	8.6581408865	41.9217150724
271	13.1337548060	13.1407306129	25.0516437427
272	0.3912682822	0.3628663193	0.5750237911
273	8.3882648858	6.2519436746	16.5250561641
274	0.3523831594	0.3523831594	0.3523831594
275	0.9744947944	0.3800837762	0.9714089091
276	0.2908088036	0.2848714875	0.3083248059
277	1.8896766117	0.7599596851	3.3344769401
278	8.6777951666	9.1088952879	18.6280149048
279	13.7075074727	18.1506494878	31.1242271319
280	15.0012637980	19.6385782702	33.4817744234
282	30.7977667307	8.4947954283	46.7428339016
283	0.3618819955	0.3618819955	0.3618819955
287	0.3945884142	0.3945884142	0.3945884142
289	0.3387125930	0.3387125930	0.3387125930
290	0.4384085366	0.4384085366	0.4384085366
291	24.5050587411	7.0417874037	42.8135324906
292	13.9141008324	2.2790661493	24.0845918878
295	0.5134875552	0.5134875552	0.5134875552
296	21.1544763179	5.7084326352	38.8012460577
299	20.3432115514	16.7551080741	36.1571025622
302	10.1991983681	3.7757862800	10.2888045111
303	18.4786430829	16.6409719811	21.2333685727
306	15.0681618239	5.8178924705	32.2794075530
308	20.7890233891	10.5491173310	28.6432149281
309	11.4691817030	4.1156192974	12.4581601438
310	6.0577079821	24.6504633640	30.2213403574
312	26.9783519013	5.4159818354	47.0754256657
313	14.0433811269	14.1453300304	20.8508517446
318	24.0785358695	16.0384016300	31.8468666090
319	20.2997473431	20.6544587583	22.9626968922
325	0.3451394872	0.3451394872	0.3451394872
326	0.4224347994	0.4224347994	0.4224347994
327	0.4842484456	0.4842484456	0.4842484456
328	17.4004602915	14.4412652874	35.0031402362
329	23.4311451078	14.8891612138	33.7852975310
330	19.2126299108	8.3394229997	27.4180810229
332	14.5506599443	12.2297532899	24.9025106922
333	18.7771479308	15.1902461716	38.6956480922
337	14.1747758845	5.6160986434	20.8687186008
338	21.7933800685	5.5321613977	36.3128424541
339	25.8540979241	7.4397141376	42.3455016672
341	0.2485263388	0.2485263388	0.2485263388
342	17.6065070347	14.0603207693	31.0321522018
347	8.8116379403	8.5627619125	19.5972695071
349	14.9774261415	14.8311006836	36.6077589311
352	5.4224431035	7.3633728462	7.0486467276
354	49.0715064231	48.2172711588	40.3529549499
355	12.9153537989	11.4562733235	6.1400629491
356	35.4509570027	37.1099583891	26.9572034926
357	39.5853934362	41.4232953700	40.1585341477
358	34.3922978651	30.9640214048	32.1439292959
359	35.8100261020	33.7562053420	26.0481617220
360	20.2397506707	23.8735355515	20.3378779843
361	25.6687804365	23.0910045075	21.0046562994
362	34.6629400173	34.6629400173	34.6629400173
363	43.2914609815	28.9805217987	29.6858866280
364	25.5330296518	26.0694599908	24.8152044650
365	19.3660479572	19.0271552089	19.4142945715
367	16.2559581371	16.0566252457	16.0381447610
369	17.3182952762	17.3182952762	17.3182952762
370	22.1899138945	22.7706321320	22.8179947462
371	55.2609253572	55.8070405925	55.6571349205
372	31.8139459214	27.8444526401	31.8572657603
373	23.5503341208	23.0501299443	23.6721860286
374	33.6677152983	34.6225096431	33.6055940782
375	30.6468066728	26.2317236995	27.9866000064
376	33.7769267295	28.2682601307	28.2734076247
379	7.2344952894	5.9672249786	7.9456126572
380	7.6751239183	7.8980055108	10.1944328155
381	14.9703947599	12.5288451908	17.2060593862
382	7.8378999791	7.7131081990	20.3347609218
383	12.1301884640	11.8170384940	14.0492622150
384	21.3904847572	21.5562102739	22.4731623083
385	3.4947924687	3.8002452200	3.4354817511
386	12.5928244855	12.1391490467	14.6038420072
387	5.6171060147	5.3720755122	5.9168556343
388	15.7112980117	15.9664082663	16.0914313705
389	8.6737325868	9.0817548988	10.7009854119
390	18.1853637511	19.6840330645	15.7868014187
391	37.7349989232	37.3139506091	36.6982894650
392	25.5433166597	22.7351604882	24.3680925643
394	32.4530953789	29.0777756624	30.8672569461
395	24.7493849385	23.0142475823	22.8987437377
397	4.7216847971	4.5713684523	4.9471238826
398	5.0410382135	4.9981640653	9.6438014219
399	16.5420608129	13.6668200980	14.5565245720
400	32.9928788086	31.2805158005	27.5294923354
401	35.1397700741	36.3490449575	40.4637473805
404	30.0112044921	29.9078516080	29.9356461605
408	20.2330588620	20.8559863174	20.3545439366
409	28.5479061035	24.5508331389	37.3504117738
411	55.3623596111	55.3623596111	55.3623596111
414	4.3595286735	4.3595286735	4.3595286735
415	15.0736621533	10.2205710136	29.0829527012
418	26.1533702650	8.0161954043	38.3026595057
419	24.9743927353	6.6399576252	15.0298197942
420	4.3689919499	3.9591847408	4.3531843603
421	3.8620598293	2.0130556296	7.0182594273
423	12.4450167048	12.0802322644	26.5697591692
425	11.5169764863	6.9591744289	27.4089133684
428	10.5610960507	12.0712351983	22.6775022168
454	7.3187828026	8.1766331470	10.5676059721
459	3.0438265267	1.8976527359	4.8604311094
460	4.0004106590	3.7654906962	6.9078886313
461	7.3838680993	9.3221749463	9.3712619032
462	9.1616567786	5.4082018542	12.9795400817
463	17.4505395587	7.2598123804	13.4969085532
466	7.5414915657	7.4709081986	9.9641856996
467	11.7346789676	8.6682442074	11.6492015887
471	7.1220782603	7.8362165952	8.3041375460
472	0.9360170408	0.7476866051	3.6748696240
473	1.7899085244	1.6852600686	1.7558917740
474	7.0504364998	7.0157334515	7.5831459555
475	0.2571157295	0.2571157295	0.2571157295
476	23.2494301891	22.8639034918	25.6432498941
477	0.3369211496	0.3958015208	0.3963105778
478	0.2627727797	0.2627727797	0.2627727797
479	0.8636148420	0.8636148420	0.8636148420
480	0.3825688199	0.3825688199	0.3825688199
482	3.0350027261	2.5992953370	2.6505706873
483	3.4394663320	5.3422030866	6.8169610550
485	0.3741482198	0.3741482198	0.3741482198
486	3.0862930600	3.5460494395	3.7160846332
487	4.0676144155	3.9862031508	4.0637888297
489	1.7835918835	2.1385011694	1.0631581255
491	16.9488656089	15.0684425316	16.4898747073
492	5.8766381740	5.3532616790	6.4308453884
493	6.1353862518	7.1540974243	9.3631789191
494	3.4129854042	4.8702692447	7.7001492771
497	3.1731360684	2.6921593199	4.8646303353
501	0.7879947947	0.4860125886	0.7989672248
502	3.1996533298	3.0737583696	4.2172767699
503	3.0840030837	3.1494516534	4.3811351914
504	1.2007418044	1.3094511579	1.2687744604
505	7.8004030327	7.3625666352	8.6886892482
506	8.3519715704	6.6485784511	10.6138811588
508	14.5387553025	11.6774262505	21.2060576714
519	13.0620471063	13.4919645822	6.9073609406
522	13.4187252742	12.6436318387	17.3261405524
526	12.4922082139	11.7143185303	12.6352248631
527	0.6399509396	0.6399509396	0.6344167899
528	4.7981421502	3.6400547307	5.9842647187
529	50.1328253415	48.7685178192	53.3883895178
531	37.6727417752	37.2932278897	39.5614981248
538	35.4423204957	32.4582686809	29.2890117610
539	42.7116465770	38.6607120040	32.6952277867
540	50.7531283997	48.3647976580	49.9584121524
541	47.9120063128	46.1349963706	48.2391723398
543	25.7453519227	24.9992769877	25.1564218141
544	38.9561697337	38.5359121621	38.4773706326
545	30.6793066635	29.5149613959	24.2154255297
548	31.4175448309	31.4322507824	31.1686189409
549	14.0857965833	14.0252957844	13.0925209407
553	19.4662418981	19.3389627209	19.6248725493
555	27.4067061450	25.6001956885	23.1852437470
556	21.8918029256	21.8918029256	21.8918029256
559	22.1235069040	19.3484594833	14.0456991065
560	24.6517180384	24.6085965797	24.6269950687
566	21.7430466891	21.9099879573	20.9274713765
567	22.0672868903	22.0594686873	20.2016165065
572	24.2384016732	15.9080243272	30.6573953363
574	31.3785680260	33.6889784912	45.5454778412
584	33.9805870249	29.7533164400	41.4681585894
586	11.1044599950	20.2619547547	33.2050968593
587	10.7553466973	8.1129675160	35.9716509226
588	18.6779872989	6.8588576435	35.4729470916
589	15.4528004665	5.6372865945	25.4945062954
595	0.6629404749	0.6629404749	0.6629404749
596	4.4285125927	4.4285125927	4.4285125927
597	3.4089083219	3.4089083219	3.4089083219
598	14.4683102069	15.0478887006	11.0744131001
599	9.1925513744	8.6272509607	8.8831626312
600	37.7049338309	29.3262866108	23.7710332680
601	39.8383135524	39.2755397737	33.2457453860
602	18.9396869556	18.7659661961	18.3309597358
603	38.0267134704	37.1825611581	33.2052916786
604	39.9069860296	39.9344592066	36.2818384627
605	1.4623152809	1.4255027416	1.5236813202
606	49.7668286166	46.4475012824	42.1119162087
607	0.9870503809	0.9870503809	0.9870503809
608	27.5735074465	23.8043085194	16.6113287747
609	32.6268889627	33.1848680486	21.7205183518
611	31.5308575108	32.7304773726	25.5431372305
612	23.0502310289	21.2497122823	21.0980665841
613	21.0935261180	22.0795093701	20.1595419534
614	8.5630348870	7.9138931999	8.2272327717
615	2.2887381472	2.2887381472	2.2887381472
