Model.catch	axis1	axis2
1397	0.23236	-0.98716
1398	0.32582	0.47517
1399	0.25206	0.3834
1400	0.2006	0.39017
1401	0.02602	-0.83538
1402	0.22637	-0.98758
1403	0.23338	-0.98672
1404	0.23076	-0.98696
1405	0.23084	-0.98773
1406	-0.4331	-0.42729
1408	-0.52746	-0.06657
1409	0.6893	0.61868
1410	0.23211	-0.98672
1411	0.23139	-0.98743
1412	-0.45511	0.38162
1414	0.86942	0.2858
1415	0.10619	-0.90575
1416	0.62364	0.57957
1417	0.32473	-0.12054
1418	0.2788	-0.86475
1419	-0.08447	-0.70575
1420	0.4619	-0.0666
1421	-0.273	0.20518
1422	0.20533	-0.91318
1423	0.52993	-0.67612
1424	0.23304	-0.9873
1425	-0.35684	-0.48179
1426	0.23257	-0.98711
1427	-1.29609	0.34778
1428	0.4036	0.12591
1429	-1.28813	0.34891
1430	-0.32557	0.40785
1431	0.30194	0.33144
1433	0.07039	-0.87085
1435	0.22794	-0.98768
1436	0.19198	0.40647
1437	0.5249	0.45719
1438	-0.10193	-0.72172
1439	-0.1888	-0.64984
1443	-1.57436	0.53243
1444	0.21579	0.60989
1445	0.22861	-0.9881
1447	0.36982	-0.50903
1448	0.81986	0.54323
1449	0.60132	0.35306
1450	0.22624	-0.98779
1451	0.23	-0.98743
1452	-0.50295	0.2645
1453	0.22951	-0.98697
1454	0.2051	0.39724
1455	0.23289	-0.98738
1456	-0.72175	-0.09712
1457	0.05722	-0.67274
1460	0.22868	-0.98709
1461	0.227	-0.98793
1462	0.22766	-0.98735
1463	0.09083	0.64692
1464	0.2307	-0.98784
1466	-0.70213	-0.14253
1467	-0.23244	0.53489
1468	-0.00078	-0.81354
1469	0.22656	-0.9876
1470	0.23337	-0.98724
1471	0.37665	0.35674
1472	0.33798	-0.512
1473	0.23221	-0.98735
1474	0.23308	-0.987
1475	-0.84419	0.04409
1476	-0.07231	-0.74816
1477	-0.60369	0.49445
1478	-1.55987	0.4944
1479	0.22699	-0.98777
1480	0.19849	-0.75299
1481	0.2263	-0.98772
1482	0.23196	-0.98675
1483	0.79096	0.73835
1484	0.37699	-0.40332
1486	0.00327	0.59615
1487	0.2312	-0.9871
1488	0.22911	-0.98803
1489	-1.49663	0.57054
1490	0.57059	0.59784
1491	-0.67986	0.46708
1492	0.28576	0.6802
1493	-1.53337	0.42481
1494	-0.05228	-0.75777
1495	0.22919	-0.98738
1496	0.57856	0.68026
1497	0.23034	-0.98691
1498	0.38929	-0.44046
1499	0.28174	-0.90714
1500	-0.01119	0.54805
1501	0.14067	0.48358
1502	0.1996	-0.93026
1503	0.44708	-0.11134
1504	0.66871	0.4012
1505	0.23303	-0.98671
1507	-0.15207	-0.54896
1508	0.2315	-0.98677
1509	-0.07993	0.3037
1510	-0.11339	0.43226
1512	0.6572	0.57384
1513	0.11411	-0.91366
1514	-0.44315	0.27292
1515	0.34408	0.37561
1516	0.22846	-0.98746
1517	-0.31127	-0.54101
1518	0.51335	0.15796
1520	-0.34558	-0.5073
1521	-0.18631	0.2976
1522	0.48232	0.14613
1523	0.22616	-0.98801
1524	0.44235	-0.72249
1525	0.28075	-0.76256
1526	0.22898	-0.98704
1527	0.2888	-0.73452
1528	-0.05563	-0.75914
1529	-0.41957	0.37124
1530	0.22652	-0.98819
1531	0.23208	-0.98758
1532	0.16215	0.09139
1533	0.34645	0.19568
1534	0.10489	-0.90358
1535	0.00264	0.61721
1536	-0.05043	-0.70426
1537	0.23318	-0.9873
1538	0.12505	-0.91871
1540	-0.57395	-0.26965
1541	0.00211	-0.75075
1542	0.39272	0.34091
1543	0.2282	-0.98802
1544	0.45049	-0.22694
1546	0.55658	0.70967
1547	-0.00429	0.30241
1548	0.23756	-0.97825
1549	0.52496	0.39962
1550	0.62283	0.63263
1551	0.38043	-0.48061
1552	-0.11901	-0.69935
1554	0.49284	-0.34943
1555	0.01174	-0.79638
1556	0.22895	-0.98781
1557	0.50618	0.29727
1558	0.23029	-0.98791
1559	0.20884	-0.90583
1560	0.41128	0.39388
1561	0.21163	-0.89852
1562	0.40989	-0.25207
1563	0.67787	0.36856
1564	0.22595	-0.98773
1565	0.51305	0.24826
1566	0.47378	0.0318
1567	0.40444	-0.35188
1568	-0.1955	0.36294
1569	0.23234	-0.98753
1570	0.37229	0.61734
1571	0.26974	-0.82382
1572	0.285	-0.81362
1573	0.48109	0.0798
1574	0.66501	0.58785
1575	0.03291	0.54205
1577	0.21074	-0.9035
1578	0.47758	0.07205
1580	0.23237	-0.98739
1581	0.4941	0.09013
1582	0.53773	0.50552
1583	-0.42952	-0.43095
1584	-0.62019	-0.19342
1585	0.5679	0.47968
1586	-0.71971	0.05305
1587	0.15503	-0.9513
1588	0.23105	-0.9868
1589	0.64329	0.12406
1590	0.14495	0.09824
1591	0.42754	-0.17399
1592	0.54277	0.41892
1593	0.22284	-0.98784
1594	-0.92746	0.59496
1595	0.60895	0.75736
1596	0.57954	0.56079
1597	-0.20957	-0.1062
1598	0.21495	-0.89004
1599	-0.11683	0.41377
1600	0.23375	-0.98687
1601	-0.31189	-0.53383
1602	0.5849	0.52161
1603	-0.01773	-0.79234
1604	-0.22928	-0.34557
1605	-0.63839	0.54669
1607	0.60842	0.69878
1608	0.64841	0.36283
1609	0.23239	-0.98688
1610	0.49987	0.15607
1611	0.63249	0.55017
1612	0.47083	0.03855
1613	-0.37653	-0.56727
1614	0.56305	-0.18034
1616	0.01408	0.35675
1617	0.34805	0.44358
1618	0.00562	0.11292
1619	0.48856	0.05472
1620	0.66008	-0.5521
1621	-0.84315	0.44741
1622	0.44404	-0.72107
1624	0.07895	-0.87793
1625	0.46888	-0.1527
1626	0.09929	0.42258
1628	0.22756	-0.98729
1629	-0.25848	0.04071
1630	-0.46961	-0.2583
1632	0.46458	-0.14662
1633	0.2546	-0.79323
1634	0.23174	-0.98691
1635	0.70811	-0.46929
1637	0.22978	-0.98732
1638	0.42013	-0.21255
1639	0.38901	-0.35163
1640	0.41191	-0.31521
1641	0.02011	-0.01218
1642	0.6291	-0.51991
1644	0.42953	-0.74844
1645	0.55522	-0.64713
1646	0.46171	-0.17872
1647	-0.06057	0.20124
1648	-0.75194	-0.07017
1649	-0.32067	-0.64888
1650	0.22745	-0.98788
1651	-0.27873	0.35644
1652	-0.09426	0.32849
1653	-0.39323	-0.56185
1654	0.22982	-0.98693
1655	-0.54886	0.42383
1657	0.52623	0.36829
1658	-0.91882	0.39856
1659	-0.67141	0.23604
1660	0.94475	0.5339
1661	-0.08297	-0.80392
1662	-0.01277	0.61652
1664	-0.43389	0.08744
1665	-0.31708	-0.52509
1667	-0.2678	0.17645
1668	0.95537	0.23955
1669	-0.34811	-0.20819
1670	-0.04921	-0.02718
1671	0.22595	-0.98793
1672	-0.35923	-0.49745
1673	-0.80426	-0.02522
1674	-0.29585	-0.54788
1675	-0.68118	-0.12567
1676	0.44265	-0.23049
1677	0.71464	0.00758
1678	0.01353	0.63594
1679	0.06844	-0.73245
1680	0.53255	0.45016
1681	-0.63784	-0.21405
1682	-1.12859	0.48874
1683	-0.08523	-0.68017
1684	0.22783	-0.98803
1685	0.03159	-0.0846
1686	-0.00722	0.4378
1687	-0.12762	-0.61594
1688	0.42804	-0.29644
1690	0.20192	0.10863
1691	0.01473	-0.8233
1692	0.42817	-0.84491
1693	0.25087	-0.84311
1694	-0.74676	0.67285
1695	0.33114	-0.78105
1696	-0.38977	-0.41153
1697	-0.1687	-0.77109
1698	0.70004	0.72161
1699	0.22558	-0.98797
1700	-1.67071	-1.10476
1701	-0.12385	0.36669
1702	0.22734	-0.9876
1703	0.02555	0.20192
1704	-0.72509	0.27825
1705	-0.72301	0.53405
1706	-0.69063	0.15273
1707	0.21999	-0.87686
1709	0.28492	-0.81189
1710	0.56907	-0.49659
1711	-0.08684	0.23447
1712	0.22867	0.45266
1713	-0.25	-0.63898
1714	-0.35591	0.25939
1715	-0.98495	0.30403
1716	0.02771	-0.79109
1717	0.30493	-0.66392
1719	-1.6261	0.55048
1720	0.1287	0.15837
1721	0.26487	-0.85595
1722	0.23334	-0.98716
1724	0.17209	0.30704
1725	-0.04717	0.63801
1726	-0.64584	0.46253
1727	0.0677	0.33476
1729	0.09245	0.30128
1731	0.4772	-0.60179
1734	-0.05546	0.12498
1736	0.22622	-0.98818
1737	0.91169	0.13109
1738	0.03019	0.37016
1739	0.23016	-0.98731
1740	-0.56048	-0.27229
1741	0.22753	-0.9875
1742	0.41391	-0.39204
1744	-0.55151	-0.30763
1745	0.22873	-0.98758
1746	0.22836	-0.98715
1747	0.22644	-0.98756
1748	-1.20186	1.15143
1749	0.05481	0.62659
1750	0.00082	-0.77546
1751	-1.63087	0.55133
1752	0.23039	-0.98771
1756	0.51251	0.33726
1757	-0.09781	0.65951
1758	0.45587	0.1204
1759	-0.71443	0.44131
1760	-0.52162	-0.30872
1761	0.34089	-0.53536
1762	-1.61019	0.54771
1763	-0.6051	0.22132
1764	-0.9466	0.22985
1765	-0.34637	0.17231
1766	0.22582	-0.98813
1767	0.22586	-0.98806
1768	0.20503	-0.91387
1769	-0.88311	0.05162
1770	-0.03233	-0.77054
1771	-0.73532	-0.08492
1772	-0.04208	-0.36669
1773	0.02646	-0.83566
1774	-0.64982	0.29651
1775	0.38102	-0.838
1777	-0.57464	0.24107
1778	0.23118	-0.98776
1779	0.22989	-0.98699
1780	0.31147	0.50052
1781	0.23269	-0.98714
1782	-0.00266	-0.74003
1784	-1.06684	0.55438
1785	0.63949	0.51649
1786	0.27392	-0.9343
1787	0.23255	-0.98674
1788	0.59304	0.73984
1789	-0.30815	0.6776
1790	-0.09601	-0.72077
1792	-0.71527	0.51261
1793	-0.36447	0.28848
1794	0.01245	-0.77699
1795	0.58567	0.77292
1796	0.02633	0.38982
1797	0.36563	0.45066
1798	0.22763	-0.98745
1799	-1.23348	0.37357
1800	-0.43977	-0.42084
1802	0.79903	0.75829
1803	0.23408	-0.85999
1804	0.20714	0.43559
1805	-0.15771	-0.67676
1807	-1.57407	0.53336
1810	0.23195	-0.98686
1811	-1.38119	0.40928
1812	-0.21184	-0.18116
1813	-0.09811	0.51832
1814	0.22719	-0.9878
1815	0.23325	-0.98674
1816	0.23255	-0.98748
1818	0.23282	-0.98671
1819	-0.18114	-0.04958
1820	0.41841	-0.28481
1821	-1.53085	0.56848
1822	0.46844	0.30799
1824	0.2321	-0.98705
1825	0.28855	-0.68238
1828	0.20545	-0.90932
1830	0.23099	-0.94635
1832	-0.70394	-0.1408
1836	0.32981	-0.78452
1837	-0.89838	0.09093
1838	-1.0961	0.22442
1839	0.01608	-0.82518
1840	0.22976	0.36449
1841	0.5964	0.68538
1842	-0.3626	-0.49429
1843	0.1064	0.1071
1844	-0.4953	-0.36518
1845	0.22857	-0.98785
1846	0.22934	-0.98768
1847	-1.61587	0.54795
1848	0.33152	0.0678
1849	0.39197	-0.43544
1850	0.24143	0.62516
1851	0.23028	-0.98768
1852	0.50596	0.28138
1853	0.22833	-0.98723
1854	-0.62595	-0.18819
1855	0.3414	0.48843
1856	0.22899	-0.98712
1857	0.06798	-0.72705
1858	0.23348	-0.98719
1859	0.22685	-0.98792
1860	0.4894	0.48263
1861	-0.57791	-0.2797
1862	-0.7486	-0.08926
1863	-0.21816	0.59868
1864	1.12168	-0.1604
1865	-1.01515	-1.03162
1867	0.55128	0.31813
1868	-0.31208	0.57193
1869	-0.3051	1.16494
1870	0.22781	-0.98726
1871	0.23302	-0.98736
1872	-0.3112	-0.54107
1873	0.23264	-0.98682
1874	0.39675	0.55841
1876	0.226	-0.9877
1877	0.23127	-0.98775
1878	0.23386	-0.987
1879	0.22607	-0.98769
1880	0.26401	0.57083
1881	0.26692	0.08141
1882	-0.53288	-0.32745
1884	-0.30652	-0.54621
1885	0.23189	-0.98675
1886	-1.54753	0.47637
1889	-0.79549	-0.03981
1890	0.38851	0.61909
1891	0.23189	-0.9874
1893	-0.20113	0.06011
1894	-0.05396	-0.68571
1895	0.2285	-0.98729
1896	0.23325	-0.98707
1897	-0.66955	0.66589
1899	0.22274	0.40877
1900	-0.11003	-0.3411
1901	-0.31622	-0.1194
1902	-0.01105	0.101
1903	-0.4577	-0.39524
1904	0.22966	-0.98786
1905	-0.17936	-0.33619
1906	-0.12663	-0.70184
1908	-0.00393	-0.06871
1909	0.07938	-0.09863
1910	-1.06656	0.20008
1911	0.1783	-0.96516
1912	-0.10513	-0.62954
1913	-0.00845	0.40472
1914	0.07711	-0.05588
1915	-0.2532	-0.50857
1916	0.49087	-0.1736
1917	-0.03566	-0.77875
1918	-1.63258	0.55177
1919	-0.46192	-0.20651
1920	-0.88727	0.05352
1921	-0.92997	0.09799
1922	-0.53858	0.61958
1923	0.16463	0.40314
1924	0.22089	-0.98273
1926	0.04794	-0.84985
1927	0.54837	0.50435
1928	-0.67547	-0.16914
1929	0.60579	0.6993
1930	0.19458	0.38038
1931	0.59979	0.76646
1932	0.37477	-0.39448
1933	-0.13458	-0.69197
1934	-0.03106	0.65381
1935	-0.68824	0.61619
1936	-0.16761	0.63561
1937	0.50318	0.2063
1938	0.21666	0.04082
1939	0.23293	-0.98703
1940	0.33661	0.44695
1941	0.05618	-0.60912
1942	0.22936	-0.98803
1943	0.25055	-0.0008
1945	0.22842	-0.98813
1946	0.08725	-0.32531
1947	-0.58098	-0.2765
1948	0.72937	0.61841
1949	-0.61639	-0.23757
1951	-1.41212	0.5364
1952	-1.60531	0.5472
1953	0.23122	-0.98695
1954	0.56238	0.72627
1955	-0.11094	0.40214
1956	-0.22258	0.67593
1957	0.59247	0.83854
1958	-0.30906	-0.54227
1959	0.23274	-0.98682
1962	-0.52925	0.56407
1964	-0.12822	-0.61176
1965	0.22739	-0.9882
1966	0.23752	-0.8562
1967	0.60611	0.33205
1968	0.37315	0.48737
1969	-0.50419	-0.04381
1970	0.52732	0.46246
1971	0.30193	0.0636
1972	0.65655	0.75619
1973	-0.93911	0.09177
1974	-1.2918	0.33725
1975	-0.02513	-0.0357
1977	-0.26392	-0.55516
1978	0.22869	-0.9881
1979	0.4549	0.90307
1980	-1.4592	0.63369
1981	0.2296	0.34469
1982	0.23069	0.26654
1983	0.60546	0.55446
1984	0.23334	-0.95806
1985	0.13894	0.59408
1986	-0.22939	-0.61457
1987	-0.03261	-0.78271
1988	-0.19112	-0.64522
1989	-1.63062	0.55126
1990	0.23107	-0.97094
1991	-0.81987	0.64705
1992	-1.43315	0.42118
1993	0.22694	-0.9689
1994	0.23198	-0.97294
1995	0.05286	-0.85351
1996	-0.351	0.55398
1998	-0.2215	-0.17717
1999	-0.79713	-0.03887
2000	0.22985	-0.97095
2001	0.58058	0.47861
2002	-0.25204	-0.59413
2003	0.41344	-0.30749
2004	0.22281	-0.98804
2005	-0.69056	-0.15406
2006	-0.81569	-0.02008
2007	-0.27384	-0.13154
2008	-0.39782	-0.46058
2009	-0.07177	-0.08349
2010	0.16744	0.3738
2011	-0.18787	0.01721
2012	-0.32328	-0.33185
2013	0.03614	0.49004
2014	0.37946	-0.59685
2016	-1.3656	0.39391
2017	0.11034	0.437
2018	0.23393	-0.85982
2019	-0.49544	-0.36494
2020	-0.35515	0.25894
2021	0.12933	0.63605
2022	0.20706	-0.92145
2023	0.69539	-0.02678
2024	0.32536	0.70889
2025	0.20248	0.4473
2026	0.14193	0.69419
2027	0.60982	0.63621
2028	-1.28322	0.33648
2029	0.80779	0.35526
2030	1.98545	1.05503
2031	0.68485	0.7442
2032	-1.65959	-0.95728
2033	0.65024	0.37761
2034	-0.04934	-0.70362
2035	0.4997	0.30755
2036	0.56665	0.31452
2037	0.37355	-0.0077
2038	0.62467	0.3148
2039	0.23194	-0.94853
2040	0.26959	0.26488
2042	-1.11386	0.22482
2043	0.44871	0.84292
2044	0.20787	-0.90673
2045	-0.16935	-0.66312
2046	0.69008	0.28248
2047	-1.15623	0.78291
2049	0.26412	0.61955
2051	-0.23715	-0.60418
2052	0.70259	0.60354
2053	0.20081	-0.92927
2054	0.22709	-0.96805
2055	-1.23205	0.30631
2056	0.22673	-0.96868
2057	0.50265	0.25168
2058	0.32745	0.65295
2059	0.68606	0.63868
2060	0.59834	0.61796
2061	-0.32457	-0.48137
2062	-0.01437	-0.15497
2063	-0.35806	-0.34019
2065	-0.11973	0.71525
2066	-0.4056	-0.44786
2067	-0.47493	-0.38555
2068	-0.57875	-0.2789
2069	-0.00754	-0.80328
2070	0.2285	-0.98713
2071	0.23303	-0.9871
2072	0.23296	-0.98693
2073	0.23306	-0.97178
2074	0.26379	0.13795
2075	-0.64318	-0.20863
2077	0.7699	0.57471
2078	0.516	-0.00061
2080	-0.53643	-0.32388
2081	0.01829	0.20205
2082	0.20547	0.15706
2083	0.66329	0.43115
2084	-0.08929	0.76093
2085	0.08662	0.70044
2086	0.33461	-0.05118
2087	0.56028	0.42057
2088	-0.39566	-0.46158
2089	0.22846	-0.98781
2090	0.22561	-0.98794
2091	0.03135	0.43511
2092	0.1916	0.30521
2094	1.82849	0.38956
2095	0.23109	-0.987
2096	0.76423	0.1217
2097	-0.616	-0.23814
2098	0.72807	0.80636
2099	0.53247	0.33435
2100	-1.30381	0.35067
2101	0.22619	-0.98764
2102	0.56209	0.79646
2103	0.58587	0.65681
2104	-0.79091	-0.04284
2105	0.17044	1.27668
2106	0.47812	-0.1161
2107	0.22683	-0.9882
2108	0.58611	0.85808
2110	0.47213	0.04297
2111	-0.3075	-0.15795
2112	0.12131	0.45745
2113	0.22922	-0.98771
2115	-0.15809	-0.67644
2116	0.61569	0.40992
2117	0.22787	-0.98742
2118	0.23159	-0.98755
2119	0.01811	-0.82789
2120	0.66922	0.84428
2121	0.62546	0.44421
2122	-1.28362	0.3367
2123	0.54633	0.23848
2124	0.1988	-0.93354
2127	-0.51512	0.14364
2128	-0.95156	0.09658
2129	-0.03667	-0.11057
2131	0.57107	0.15762
2132	0.19171	0.10476
2133	0.23142	-0.97187
2134	0.20377	-0.92569
2135	-0.44835	0.00024
2136	0.60474	0.79956
2137	0.22852	-0.98759
2138	0.36826	0.66322
2139	-1.59184	0.5448
2140	0.5925	0.2101
2141	0.90083	0.57974
2142	-0.68196	-0.16328
2144	0.21844	0.64055
2145	-0.51309	-0.3476
2146	0.22275	-0.98807
2148	-0.01821	-0.60952
2149	0.23345	-0.98686
2150	0.36175	-0.46563
2151	0.6503	0.42224
2153	-1.61505	0.54687
2155	-0.47826	-0.38304
2156	0.22744	-0.98731
2157	-0.30903	-0.54362
2158	0.59208	0.5718
2159	-1.57397	0.53367
2161	0.56322	0.49372
2162	-0.1955	-0.64272
2163	0.23058	-0.98725
2164	-0.32405	-0.5297
2165	-0.0072	-0.80374
2167	-0.52229	-0.3382
2168	-1.589	0.53848
2169	0.23323	-0.98728
2170	0.09026	-0.81248
2171	-1.56367	0.50151
2172	-1.56937	0.50037
2173	0.05104	-0.85408
2174	0.23076	-0.98683
2175	-0.47654	-0.385
2176	0.21938	-0.97217
2177	0.66724	0.82348
2178	0.23217	-0.98695
2179	-1.62691	0.55018
2180	0.67054	0.40768
2181	0.27067	-0.76825
2182	0.22713	-0.96796
2184	0.23137	-0.98701
2185	-0.16507	-0.66803
2186	0.00817	-0.39828
2187	-0.50454	-0.35606
2188	0.3875	-0.37368
2189	-0.08817	-0.73228
2190	0.64516	0.6816
2191	0.23163	-0.98688
2192	0.23255	-0.98696
2194	-1.43483	0.42309
2195	-0.08372	-0.89559
2196	0.23664	-0.98625
2198	-1.55869	0.49474
2199	-0.18149	-0.6553
2200	-0.30652	-0.54622
2201	0.62657	0.44894
2202	-1.40362	0.40957
2203	0.68846	0.77293
2204	0.55614	0.68984
2205	-1.61415	0.54815
2206	0.23213	-0.9868
2207	-1.07783	0.20496
2208	0.12323	-0.91704
2209	0.6366	0.6682
2210	-1.2409	0.3112
2211	-1.41597	0.4173
2213	0.30515	0.71917
2214	0.17487	0.12498
2215	0.56297	0.735
2216	0.80884	-0.13175
2217	0.23257	-0.98731
2219	-1.27633	0.33508
2220	0.21375	-0.89491
2221	0.20718	-0.92111
2222	0.22623	-0.98791
2223	0.00937	-0.71097
2224	0.23282	-0.98741
2225	0.12167	-0.5349
2226	0.42432	-0.20541
2227	0.68614	0.73097
2228	-0.55373	-0.30508
2229	-0.94648	0.09484
2230	0.07302	-0.87413
2231	0.27731	0.50748
2232	0.57535	0.56597
2233	0.31169	0.32326
2234	0.54893	0.47601
2235	0.57055	0.43605
2236	0.36816	-0.08681
2237	-0.0523	0.04435
2238	-0.9447	0.09503
2239	0.62599	0.88246
2240	0.62827	0.48794
2241	0.22652	-0.98805
2242	0.23121	-0.9719
2245	0.64206	0.78922
2246	-0.16842	-0.66489
2247	-0.01238	-0.79834
2248	0.61309	0.8485
2249	0.22777	-0.96431
2250	0.71565	0.23408
2251	0.61506	0.29507
2253	-0.25666	-0.55143
2254	0.58964	0.49465
2255	0.59557	0.84248
2256	-0.97828	0.13344
2257	-0.13171	-0.69486
2258	-0.3035	-0.54647
2260	0.20624	0.61103
2261	0.68843	0.80393
2262	-0.22545	-0.33532
2263	-0.27522	-0.34413
2264	-0.01475	-0.78134
2265	0.146	0.31512
2266	0.5983	0.2736
2267	0.95357	-0.41543
2268	0.56483	0.29074
2269	0.01991	0.21944
2270	0.59527	-0.75783
2271	0.60125	0.50528
2272	0.6455	0.84917
2274	0.1376	0.30375
2275	0.6002	1.1228
2276	0.83322	0.67576
2277	0.37755	0.49008
2278	0.54858	-0.00793
2279	-1.35299	0.42139
2280	0.54768	0.28085
2282	0.4333	0.55998
2283	1.11002	0.81513
2284	0.31456	0.48542
2285	0.21509	-0.89271
2286	0.20953	-0.90527
2287	-0.14695	-0.66911
2288	0.21544	-0.88652
2289	0.19661	-0.93604
2291	-0.60053	-0.25453
2292	1.16478	0.04817
2293	0.61704	0.26105
2294	-0.18306	-0.49908
2295	0.00858	-0.03797
2296	-1.57393	0.53383
2297	-0.94552	0.09519
2298	0.0537	-0.49071
2299	-0.37691	-0.46678
2300	0.21519	-0.88975
2301	-0.01223	0.3765
2302	0.16603	0.27832
2303	-0.33469	0.46882
2304	-1.57416	0.53306
2305	-0.0802	-0.46266
2306	0.67361	0.4905
2307	0.54554	0.5054
2308	0.38259	-0.39098
2309	0.22416	0.38207
2310	-0.75367	-0.08388
2311	0.69429	0.50591
2313	-1.38695	0.4044
2315	0.72041	0.56302
2316	0.49003	-0.05539
2317	0.63759	0.46898
2318	0.62685	0.49091
2319	0.31788	-0.65356
2321	0.61431	0.63476
2322	0.73649	0.16292
2323	0.36053	0.30361
2324	-0.26357	-0.17606
2325	0.24068	-0.25881
2326	0.36037	0.37563
2327	0.79412	0.1235
2330	0.23021	-0.98698
2331	0.20196	0.47458
2332	0.36813	-0.41952
2333	-0.56059	-0.29828
2335	0.85076	0.61653
2336	0.58377	0.55568
2337	-0.8051	-0.02736
2338	-0.64413	0.56152
2340	0.59703	0.69779
2341	0.53759	0.36329
2342	0.23148	-0.98771
2343	0.72482	0.43857
2344	0.22695	-0.98815
2345	0.23091	-0.98761
2346	-0.05798	-0.72234
2347	-0.204	-0.42557
2348	0.59698	0.65279
2349	-0.3831	-0.47152
2352	-0.46316	-0.38414
2353	0.54288	0.1068
2354	-1.15883	0.28176
2355	0.01152	-0.81472
2356	0.20354	-0.92585
2357	0.60243	0.63731
2359	-0.68036	-0.16477
2360	-1.08146	0.20905
2361	0.02879	-0.83237
2362	-0.12968	-0.69497
2363	-1.09312	0.21376
2364	-0.27886	-0.39398
2365	-0.34859	-0.49858
2366	0.4917	0.5616
2367	-0.15279	0.05806
2369	0.04549	0.6954
2370	0.60301	0.56614
2371	-0.57187	-0.2859
2373	0.80683	0.55747
2375	0.54196	0.29521
2376	-0.5567	-0.30205
2378	-0.28921	-0.55852
2379	-0.73603	-0.10161
2381	0.29333	0.39974
2382	-0.1353	-0.52422
2383	-1.57405	0.53342
2385	0.5318	0.52682
2386	0.2257	-0.93993
2387	1.04391	0.67786
2389	-0.49764	0.04278
2390	0.46617	0.50276
2391	0.2428	0.71712
2392	0.07027	-0.83729
2394	-1.45112	0.42787
2395	0.69614	0.86246
2396	-0.02194	-0.79059
2397	0.66934	0.75103
2398	-0.55684	-0.30191
2399	-0.12566	-0.42366
2400	0.85611	0.28872
2401	-0.99676	0.13213
2402	0.43162	0.50769
2404	-1.4527	0.42632
2405	0.53206	0.538
2406	-0.0225	-0.06494
2407	-1.62386	0.54929
2408	0.31489	0.64602
2409	-1.58789	0.53813
2410	0.49661	0.12177
2411	0.66765	0.60083
2412	0.71995	0.81925
2413	0.19817	0.55051
2414	0.7966	0.72487
2415	0.89257	0.24413
2416	-1.56602	0.50076
2417	-0.19796	0.50704
2418	-1.42577	0.42087
2419	0.60761	0.52356
2420	0.22788	-0.98723
2421	0.61521	0.31215
2422	0.64974	0.83612
2423	0.5952	0.70063
2424	0.8755	0.09722
2425	-0.74242	-0.82264
2426	0.31807	0.49022
2427	0.73648	0.30063
2428	0.58808	0.13034
2429	-1.57421	0.53293
2430	0.64559	0.95658
2431	0.60366	0.40061
2432	0.59015	0.13455
2433	0.12265	-0.9172
2434	-0.52986	0.35108
2435	0.70364	0.71432
2436	0.53531	0.24806
2437	-1.57387	0.53397
2438	0.56356	0.41154
2439	-1.57386	0.53401
2440	0.22577	-0.98805
2441	0.199	0.5249
2442	-1.5739	0.53385
2443	-0.06139	0.22931
2444	0.003	0.31841
2445	0.39345	-0.09314
2446	0.58832	0.34846
2447	-0.09208	-0.7201
2450	0.40036	-0.33949
2451	0.22774	-0.98793
2452	0.69896	1.0263
2453	0.22443	0.42474
2455	-1.56917	0.50039
2458	-0.01644	0.00129
2459	0.2154	-0.88652
2460	-1.57401	0.53354
2461	-1.61971	0.5482
2462	0.37473	0.32096
2464	0.22846	-0.98805
2465	0.7303	0.17145
2466	0.22714	-0.98813
2468	0.71433	0.88613
2469	0.23015	-0.98773
2471	0.61501	-0.14791
2472	0.64578	0.76533
2473	0.42006	-0.35904
2476	0.60621	0.43213
2477	0.19485	0.48698
2478	0.53814	-0.65569
2479	0.3323	0.35156
2480	0.49487	-0.03266
2481	-1.58666	0.53784
2482	-1.63122	0.5513
2483	0.92471	0.49167
2484	0.30249	-0.61974
2485	0.23331	-0.98672
2486	0.37642	-0.42713
2488	0.19858	-0.93396
2489	0.3693	-0.47795
2490	0.22588	-0.98814
2491	-1.62634	0.54972
2492	-1.62622	0.55005
2493	0.23184	-0.94921
2494	0.49838	0.26464
2495	0.22928	-0.98714
2496	0.48519	0.17672
2497	0.28721	0.57339
2498	0.2337	-0.98711
2499	0.4889	-0.82341
2500	0.77799	0.6404
2502	0.59934	0.18878
2503	0.59447	0.23949
2504	0.89741	0.71782
2505	0.72607	0.61864
2507	0.77991	-0.70798
2508	0.79568	-0.10899
2509	0.34265	-0.88122
2510	-1.56601	0.5007
2511	0.27389	-0.93462
2512	0.63375	1.16057
2513	0.15697	0.4772
2514	0.78458	0.43983
2515	0.29408	0.5324
2516	-0.46461	-0.02451
2517	0.57795	0.20161
2518	0.29078	0.40568
2519	0.23008	-0.97006
2520	-1.00058	-0.38947
2522	0.55687	0.71891
2523	0.64317	-0.04022
2524	0.22999	-0.98795
2526	1.06227	0.49284
2527	-0.05322	0.3068
2528	0.23117	-0.98746
2529	0.64847	0.2572
2530	0.78042	0.57319
2531	0.56549	0.59085
2534	0.7417	0.60989
2535	0.22762	-0.98765
2536	0.02114	0.13589
2537	-0.57543	0.38467
2538	0.59899	0.445
2540	0.22674	-0.98769
2541	0.48438	0.16163
2542	-1.70222	-0.97508
2543	0.20688	0.21503
2545	-0.0875	0.46222
2546	-0.08625	0.63643
2547	0.62452	0.38585
2548	0.60542	0.47031
2549	-1.57428	0.5327
2550	0.59195	0.3903
2551	0.22659	-0.98752
